airport_name,alt,lon,Delay
St. Louis Downtown Airport,413,-90.1562211,92303
St. Michael Airport,98,-162.110278,92303
Stamford Amtrak Station,0,-73.541493,92303
Steamboat Springs Airport-Bob Adams Field,6882,-106.8663056,92303
Stebbins Airport,14,-162.278056,92303
Stephens Co,1284,-98.891,92303
Sterling Municipal Airport,4040,-103.2648454,92303
Stevens Point Municipal Airport,1110,-89.5302844,92303
Stewart Intl,491,-74.104839,92303
Stockton Metropolitan,33,-121.238306,92303
Stony River 2 Airport,230,-156.591111,92303
Stormville Airport,358,-73.7323514,92303
Stratton ANGB - Schenectady County Airpor,378,-73.928866666,92303
Stroudsburg-Pocono Airport,480,-75.1606789,92303
Sugar Land Regional Airport,82,-95.6565278,92303
Sussex Co,50,-75.358889,92303
Suwannee County Airport,104,-83.0246944,92303
Sylvania Airport,785,-87.9589722,92303
Syracuse Hancock Intl,421,-76.106311,92303
Tacoma Narrows Airport,294,-122.57811,92303
Takotna Airport,825,-156.082778,92303
Talkeetna,358,-150.093694,92303
Tallahassee Rgnl,81,-84.350333,92303
Tampa Executive Airport,22,-82.3452778,92303
Tampa Intl,26,-82.53325,92303
Tampa North Aero Park,68,-82.374555,92303
Tanana Airport,207,-152.075833,92303
Tatalina Lrrs,964,-155.976525,92303
Tatitlek Airport,62,-146.691111,92303
Taunton Municipal Airport - King Field,43,-71.0166453,92303
Ted Stevens Anchorage Intl,152,-149.996361,92303
Teller Airport,294,-166.339444,92303
Telluride,9078,-107.90848,92303
Tenakee Seaplane Base,0,-135.218333,92303
Terre Haute Intl Hulman Fld,589,-87.307561,92303
Teterboro,9,-74.060837,92303
Texarkana Rgnl Webb Fld,390,-93.991028,92303
Theodore Francis Green State,55,-71.420383,92303
Thief River Falls,1116,-96.185,92303
Thomasville Regional Airport,264,-83.8811285,92303
Thorne Bay Seaplane Base,0,-132.536667,92303
Tin City LRRS Airport,269,-167.921667,92303
Tinker Afb,1291,-97.386633,92303
Tipton,150,-76.759414,92303
Toccoa RG Letourneau Field Airport,996,-83.2963717,92303
Togiak Airport,21,-160.397,92303
Tok Junction Airport,1639,-142.953611,92303
Toksook Bay Airport,59,-165.087222,92303
Toledo,684,-83.807833,92303
Tonopah Test Range,5549,-116.78075,92303
Train Station,26,-77.42945,92303
Travis Afb,62,-121.927464,92303
Trenton Mercer,213,-74.813469,92303
Trenton-Robbinsville Airport,118,-74.6017778,92303
Tri Cities Airport,410,-119.119,92303
Tri State Milton J Ferguson Field,828,-82.558,92303
Tri-Cities,833,-76.0578,92303
Tri-Cities Regional Airport,1519,-82.4074167,92303
Tri-County Regional Airport,718,-90.181667,92303
Tri-State Steuben County Airport,995,-85.0834933,92303
Truckee-Tahoe Airport,5900,-120.1395628,92303
Truth Or Consequences Muni,4853,-107.27175,92303
Tstc Waco,470,-97.074139,92303
Tucson Intl,2643,-110.941028,92303
Tucumcari Muni,4065,-103.603186,92303
Tulip City Airport,698,-86.1078333,92303
Tulsa Intl,677,-95.888111,92303
Tuluksak Airport,30,-160.969444,92303
Tunica Municipal Airport,194,-90.3467,92303
Tuntutuliak Airport,16,-162.666944,92303
Tununak Airport,14,-165.271667,92303
Tupelo Regional Airport,346,-88.7699,92303
Tuscaloosa Rgnl,170,-87.611403,92303
Tweed-New Haven Airport,14,-72.886806,92303
Twentynine Palms Eaf,2051,-116.162203,92303
Twin Hills Airport,82,-160.275,92303
Tyler Pounds Rgnl,544,-95.402386,92303
Tyndall Afb,17,-85.575417,92303
Tyonek Airport,110,-151.138056,92303
Ugnu-Kuparuk Airport,67,-149.5975,92303
Unalakleet Airport,21,-160.798889,92303
Unalaska,22,-166.5435,92303
Union Station,456,-75.223333,92303
University Park Airport,1239,-77.848694,92303
Upolu,96,-155.859989,92303
Valdez Pioneer Fld,118,-146.248342,92303
Valdosta Regional Airport,203,-83.2767,92303
Valkaria Municipal,26,-80.5583333,92303
Valley Intl,36,-97.654389,92303
Van Nuys,802,-118.489972,92303
Van Wert County Airport,787,-84.606358,92303
Vance Afb,1307,-97.9165,92303
Vandenberg Afb,369,-120.584306,92303
Venetie Airport,574,-146.366389,92303
Vermilion Regional,696,-87.5955278,92303
Vernal Regional Airport,5278,-109.51,92303
Vero Beach Muni,24,-80.417944,92303
Victoria Regional Airport,115,-96.9185,92303
Visalia Municipal Airport,295,-119.392778,92303
Volk Fld,912,-90.253433,92303
W H Barron Field,311,-82.591,92303
Waco Rgnl,516,-97.230519,92303
Wadsworth Municipal,974,-81.7564401,92303
Waikoloa Heliport,109,-155.864,92303
Waimea Kohala,2671,-155.668108,92303
Wainwright Airport,41,-159.994722,92303
Wainwright As,35,-159.86035,92303
Wales Airport,22,-168.095,92303
Wall Street Heliport,7,-74.009028,92303
Walla Walla Regional Airport,1191,-118.288,92303
Wallops Flight Facility,40,-75.466389,92303
Washington Dulles Intl,313,-77.455811,92303
Washington Union Station,76,-77.00643,92303
Waterbury-Oxford Airport,726,-73.13525,92303
Waterloo Regional Airport,873,-92.4003,92303
Watertown Intl,325,-76.021739,92303
Watertown Regional Airport,1748,-97.1547,92303
Waukegan Rgnl,727,-87.867908,92303
Waukesha County Airport,911,-88.2370556,92303
Waupaca Municipal Airport,840,-89.0197778,92303
Wausau Downtown Airport,1201,-89.6270018,92303
Waynesville Rgnl Arpt At Forney Fld,1159,-92.140736,92303
Weedon Field,285,-85.0774,92303
Welke Airport,664,-85.520278,92303
Wellington Municipal,1277,-97.423225,92303
Wendover,4237,-114.030889,92303
West 30th St. Heliport,7,-74.0071,92303
West Georgia Regional Airport - O V Gray Field,1165,-85.1522641,92303
West Houston,111,-95.672611,92303
West Point Village Seaplane Base,0,-153.548889,92303
Westchester Co,439,-73.707575,92303
Westerly State Airport,81,-71.803333,92303
Western Nebraska Regional Airport,3967,-103.596,92303
Westover Arb Metropolitan,241,-72.534783,92303
Westsound Seaplane Base,0,-122.952778,92303
Wheeler Aaf,837,-158.039667,92303
Wheeler Sack Aaf,690,-75.719458,92303
Wheeling Ohio County Airport,1195,-80.6463,92303
Whidbey Island Nas,47,-122.655906,92303
White Mountain Airport,267,-163.412778,92303
Whiteman Afb,870,-93.547864,92303
Whiteman Airport,1003,-118.4134331,92303
Whiting Fld Nas North,199,-87.021944,92303
Wichita Mid Continent,1333,-97.433056,92303
Wickenburg Municipal Airport,2377,-112.7990036,92303
Wiley Post Will Rogers Mem,44,-156.766003,92303
Wilkes Barre Scranton Intl,962,-75.723403,92303
Wilkes-Barre Wyoming Valley Airport,543,-75.8522405,92303
Will Rogers World,1295,-97.600733,92303
William P Hobby,46,-95.278889,92303
William R Fairchild International Airport,291,-123.5,92303
William T. Piper Mem.,556,-77.4223056,92303
Williams County Airport,730,-84.5067778,92303
Williamson Country Regional Airport,472,-89.0110936,92303
Williamson-Sodus Airport,424,-77.119444,92303
Williamsport Rgnl,529,-76.921094,92303
Willow Grove Nas Jrb,358,-75.148167,92303
Willow Run,716,-83.530408,92303
Wilmington Airborne Airpark,1077,-83.792118,92303
Wilmington Amtrak Station,0,-75.551667,92303
Wilmington Intl,32,-77.902569,92303
Windham Airport,246,-72.1802222,92303
Windom Municipal Airport,1410,-95.1094083,92303
Wings Field,302,-75.265,92303
Winkler Co,2822,-103.201361,92303
Winslow-Lindbergh Regional Airport,4941,-110.7225278,92303
Wishram Amtrak Station,1,-120.9664,92303
Witham Field Airport,16,-80.221294,92303
Wittman Regional Airport,790,-88.551336,92303
Wokal Field Glasgow International Airport,2296,-106.615,92303
Woodward Field,302,-80.5648611,92303
Worcester Regional Airport,1009,-71.8757,92303
Worland Municipal Airport,4227,-107.951,92303
Wrangell Airport,44,-132.37,92303
Wright Patterson Afb,823,-84.048332,92303
Yakataga Airport,12,-142.493611,92303
Yakima Air Terminal McAllister Field,1095,-120.544,92303
Yakutat,33,-139.3937,92303
Yampa Valley,6602,-107.21766,92303
Yeager,981,-81.593189,92303
Yellowstone Airport,6644,-111.1175,92303
Yellowstone Rgnl,5102,-109.023806,92303
Yolo County Airport,100,-121.8569444,92303
Youngstown Elser Metro Airport,1070,-80.6773264,92303
Youngstown Warren Rgnl,1196,-80.679097,92303
Yuba County Airport,62,-121.3411,92303
Yuma Mcas Yuma Intl,216,-114.60598,92303
Zachar Bay Seaplane Base,0,-153.75,92303
Zamperini Field Airport,101,-118.339611,92303
