,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,popularity,artist_name,song_name,lyrics,lyric link,Mean.Timbre,Median.Timbre,Variance.Timbre,Skewness.Timbre,Min.Timbre,Max.Timbre,Mean.Pitches,Median.Pitches,Variance.Pitches,Skewness.Pitches,Min.Pitches,Max.Pitches,artist_followers
14,07ElML4j2iR5k1E6C0Uqzj,0.903,0.529,8,-9.901,1,0.0623,0.105,0.00255,0.138,0.353,100.977,audio_features,spotify:track:07ElML4j2iR5k1E6C0Uqzj,https://api.spotify.com/v1/tracks/07ElML4j2iR5k1E6C0Uqzj,https://api.spotify.com/v1/audio-analysis/07ElML4j2iR5k1E6C0Uqzj,187384,4,58,Glass Animals,Space Ghost Coast To Coast,"[Verse 1]
I said to you, ""Why did you do it?""
Touch the glass, I'll feel ya through it
Against the wall with the bracelets on
You look bizarre in the apricot

[Chorus]
You think that you're Space Ghost
You're wanted coast to coast
Fuck that shit, now I go
My way and you go yours

[Verse 2]
Gotta be all that coco, ayy?
Playin' too much of that GTA
Playin' too much of that Dr. Dre
Doom, Quake, where'd you get the gun from, eh?
Really think that metal gonna make you safe?
Playing peek-a-boo with the devil these days
Black cap back with a trench coat, ayy
Living in the valley cuttin' porno tapes
(Living in the valley cuttin' porno)

[Chorus]
You think that you're Space Ghost
You're wanted coast to coast
Fuck that shit, now I go
My way and you go yours

[Verse 3]
Were you bored of gender norms?
Of being alone, no mama home
A bad divorce, or sad we can't
Afford the clothes our heroes own?
Remember when you stole
Mom's old Geo Metro
You wore her old bathrobe
Too small to see the road

[Bridge]
We were just two Texas toddlers
Pokémon and bottle rockets
Dunkaroos and Real Monsters
Capri Sun straw in the bottom

[Chorus]
You think that you're Space Ghost
You're wanted coast to coast
Fuck that shit, now I go
My way and you go yours

[Verse 4]
Heard you were lookin' up the cookbook, names
Cut into the back of your bedroom door frame
Supervillain with a manifesto, dang
Gotta say I'm pretty glad they caught you, man
Get back to the kickball days
Scared to hold hands at school disco days
007, Nintendo, James
Bond, Hot Pockets in the microwave

[Chorus]
You think that you're Space Ghost
You're wanted coast to coast
Fuck that shit, now I go
My way and you go yours

[Outro]
(Living in the valley cuttin' porno)",https://genius.com/Glass-animals-space-ghost-coast-to-coast-lyrics,-3.977148429,-3.0760708,2208.422617,-0.102360958,-83.83510432,71.42309691,0.3510057,0.266332599,0.090021006,NA,0.063357749,1,2389371
15,09WAnxdBuebQopKhJT3oZS,0.43,0.412,2,-5.372,1,0.0281,0.2,0,0.324,0.0508,90.872,audio_features,spotify:track:09WAnxdBuebQopKhJT3oZS,https://api.spotify.com/v1/tracks/09WAnxdBuebQopKhJT3oZS,https://api.spotify.com/v1/audio-analysis/09WAnxdBuebQopKhJT3oZS,157673,4,71,Bad Bunny,TRELLAS,"[Chorus]
Looking at the stars reminded me of you
And I wondered if there will be someone for me
Maybe in another galaxy far away from here
I don't know, I don't know

[Verse]
I met someone going around Mars
And we had a date on the moon
I swear I liked her until I thought about you, you
And I've already time traveled, I've met space
And I can't find anyone like you
I kissed an alien, I had sex with Martians
And I like no one more than you
I'll keep searching a thousand light years

[Interlude]
Uh-uh
Uh-uh
Uh-uh

[Chorus]
Looking at the stars reminded me of you
And I wondered if there will be someone for me
Maybe in another galaxy far away from here
I don't know, I don't know, ayy

[Outro]
Uh-uh
Uh-uh
Uh-uh",https://genius.com/Bad-bunny-trellas-lyrics,5.412057762,3.336475474,1512.688894,0.208776149,-50.81154343,71.67302753,0.239180625,0.131170126,0.083369842,NA,0.038881137,1,42911210
16,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0.0735,0,0.327,0.781,99.943,audio_features,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4,80,Ed Sheeran,Galway Girl,"[Chorus]
She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""

[Verse 1]
I met her on Grafton street right outside of the bar
She shared a cigarette with me while her brother played the guitar
She asked me what does it mean, the Gaelic ink on your arm?
Said it was one of my friend's songs, do you want to drink on?
She took Jamie as a chaser, Jack for the fun
She got Arthur on the table with Johnny riding a shotgun
Chatted some more, one more drink at the bar
Then put Van on the jukebox, got up to dance

[Chorus]
You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
With my pretty little Galway Girl
You're my pretty little Galway Girl

[Verse 2]
You know she beat me at darts and then she beat me at pool
And then she kissed me like there was nobody else in the room
As last orders were called was when she stood on the stool
After dancing the céili singing to trad tunes
I never heard Carrickfergus ever sung so sweet
A cappella in the bar using her feet for a beat
Oh, I could have that voice playing on repeat for a week
And in this packed out room swear she was singing to me

[Chorus]
You know, she played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl

[Verse 3]
And now we've outstayed our welcome and it's closing time
I was holding her hand, her hand was holding mine
Our coats both smell of smoke, whisky and wine
As we fill up our lungs with the cold air of the night
I walked her home then she took me inside
To finish some Doritos and another bottle of wine
I swear I'm gonna put you in a song that I write
About a Galway Girl and a perfect night

[Chorus]
She played the fiddle in an Irish band
But she fell in love with an English man
Kissed her on the neck and then I took her by the hand
Said, ""Baby, I just want to dance""
My pretty little Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl
My, my, my, my, my, my, my Galway Girl",https://genius.com/Ed-sheeran-galway-girl-lyrics,6.51122178,1.171417318,1238.836082,0.462236548,-42.85193233,70.35263572,0.407241461,0.339142108,0.074686645,NA,0.126705283,1,91661048
17,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,audio_features,spotify:track:0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/tracks/0ct6r3EGTcMLPtrXHDvVjc,https://api.spotify.com/v1/audio-analysis/0ct6r3EGTcMLPtrXHDvVjc,176658,4,87,Avicii,The Nights,"[Verse 1]
(Hey)
Once upon a younger year
When all our shadows disappeared
The animals inside came out to play (Hey)
Hey, went face to face with all our fears
Learned our lessons through the tears
Made memories we knew would never fade

[Pre-Chorus]
One day my father he told me
Son, don't let it slip away
He took me in his arms, I heard him say (Hey)
When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid

[Chorus]
He said, one day you'll leave this world behind
So live a life you will remember
My father told me when I was just a child
These are the nights that never die
My father told me

[Bridge]
(Hey, hey)
(Hey, hey)
(Hey, hey)
(Hey, hey)
(Hey, hey)
(Hey, hey)
(Hey, hey)

[Verse 2]
When thunderclouds start pouring down
Light a fire they can't put out
Carve your name into those shining stars
He said, go venture far beyond the shores
Don't forsake this life of yours
I'll guide you home no matter where you are

[Pre-Chorus]
One day my father he told me
Son, don't let it slip away
When I was just a kid, I heard him say
When you get older
Your wild heart will live for younger days
Think of me if ever you're afraid

[Chorus]
He said, one day you'll leave this world behind
So live a life you will remember
My father told me when I was just a child
These are the nights that never die
My father told me

[Bridge]
(Hey, hey)
(Hey, hey)
Oooh, oooh
(Hey, hey)

[Outro]
These are the nights that never die
My father told me
(Hey, hey)
(Hey, hey)
Oooh, oooh
(Hey, hey)
Oooh, oooh
(Hey, hey)
(Hey, hey)
(Hey, hey)
Oooh, oooh
(Hey, hey)
My father told me",https://genius.com/Avicii-the-nights-lyrics,10.07757035,4.096599442,1384.402188,0.367992964,-42.20556993,77.45056384,0.366108246,0.280544173,0.077482075,NA,0.110256907,1,21279052
18,0DYNL4xbYWgNzppUamtyR4,0.721,0.632,5,-6.695,0,0.0358,0.0693,0,0.291,0.296,92.057,audio_features,spotify:track:0DYNL4xbYWgNzppUamtyR4,https://api.spotify.com/v1/tracks/0DYNL4xbYWgNzppUamtyR4,https://api.spotify.com/v1/audio-analysis/0DYNL4xbYWgNzppUamtyR4,144860,4,78,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","[Chorus: The Kid LAROI]
Fuck you, goodbye
You hurt me, for the last time
It's time for me to move on
So fuck you and goodbye
I gave you love and I hate it (Yeah, yeah)
Yeah, all of the time that I wasted (Yeah, yeah)
Fuck you, goodbye
You hurt me, for the last time

[Verse 1: The Kid LAROI]
It's the last time I let you hurt me
Fuck you, goodbye, I did not deserve it
None of this bullshit was ever really worth it
You blame me like I know I ain't perfect
I tried with you, and I lied for you
Many times, put my life on the line for you
I really wanted to get it right with you
I always saw the better side of you
And now it's fuck you for life
I'm doin' better, you right
I was wrong 'bout you, I guess I finally realized
You brought the dark to my light
I'm with a new one tonight
But there is one last thing I want to tell you tonight

[Chorus: The Kid LAROI]
Fuck you, goodbye
You hurt me, for the last time
It's time for me to move on
So fuck you and goodbye
I gave you love and I hate it (Yeah, yeah)
Yeah, all of the time that I wasted (Yeah, yeah)
Fuck you, goodbye
You hurt me, for the last time

[Verse 2: Machine Gun Kelly]
Wait, that was a lie
Because I cannot erase you like eternal sunshine in a spotless mind
Red in the eyes, lately I've been on a cocaine diet
I've been tryin' to feed my high
Your things are still in the box that you left in the bedroom
You'll leave, and I'm here
With no heart, guess I'll be dead soon
Ghost in a shell, stoned like a cemetery
Scars don't heal, I got these in February
Broke your spell, love is only temporary
Highway to hell, I'm hangin' out the roof, yellin'

[Chorus: The Kid LAROI, Machine Gun Kelly & Both]
Fuck you, goodbye (Yeah)
You hurt me, for the last time
It's time for me to move on
So fuck you and goodbye
I gave you love and I hate it (Yeah, yeah)
Yeah, all of the time that I wasted (Yeah, yeah)
Fuck you, goodbye
You hurt me, for the last time",https://genius.com/The-kid-laroi-fck-you-goodbye-lyrics,3.833588572,1.668483314,1556.017343,0.09051689,-58.58881588,67.03035614,0.346735808,0.249674681,0.107618834,NA,0.052083514,1,3257720
20,0ECWkqtSIryUYVjyJMr0yA,0.541,0.216,10,-11.292,0,0.0311,0.301,0.0325,0.726,0.346,128.609,audio_features,spotify:track:0ECWkqtSIryUYVjyJMr0yA,https://api.spotify.com/v1/tracks/0ECWkqtSIryUYVjyJMr0yA,https://api.spotify.com/v1/audio-analysis/0ECWkqtSIryUYVjyJMr0yA,209406,3,65,Giveon,Vanish,"[Pre-Chorus]
You said you hate me and you wish I would vanish
Okay, you love me, baby, I speak your language

[Chorus]
Sayin' things you don't mean
To someone that means the world to you
You see what I mean?
Sayin' things you don't mean
To someone that means the world to you
You see what I mean?

[Pre-Chorus]
You said you hate me and you wish I would vanish
Okay, you love me, baby I speak your language

[Chorus]
Sayin' things you don't mean
To the one that means the world to you
You see what I mean?

[Instrumental Break]

[Bridge]
I say, ""I hate you, too, and I wish you would vanish""
But, babe, I love you and I think you understand it

[Chorus]
Sayin' things I don't mean
To the one that means the world to me
You see what I mean?
Sayin' things I don't mean
Girl, you mean the world to me, yes, you do, ooh

[Instrumental Break]

[Outro]
I, I know
I'm sorry
I can be a hypocrite
I got stuff to work on
You got stuff to work on
But, we're gonna, we're gonna make it work
I love you",https://genius.com/Giveon-vanish-lyrics,-7.6012517,-5.182794138,1399.776366,-0.209403552,-76.8406617,50.61448886,0.222594211,0.114567814,0.086149974,NA,0.040860737,1,1895342
21,0ESJlaM8CE1jRWaNtwSNj8,0.743,0.571,7,-6.054,0,0.145,0.24,0,0.291,0.495,119.054,audio_features,spotify:track:0ESJlaM8CE1jRWaNtwSNj8,https://api.spotify.com/v1/tracks/0ESJlaM8CE1jRWaNtwSNj8,https://api.spotify.com/v1/audio-analysis/0ESJlaM8CE1jRWaNtwSNj8,213863,4,71,Travis Scott,beibs in the trap,"[Intro: NAV]
That coca

[Chorus: NAV]
I just poured an eight in a liter
Throw some Jolly Rancher in, make it sweeter
Versace my clothes, I'm with a white ho
And she snortin' three lines like Adidas
Got a black girl rollin' off molly
Got a white bitch snortin' up snow
Say she want real niggas in the party
Parents gon' leave the keys to the condo

[Post-Chorus: NAV]
Bitch, close the door, there's shit on your nose (That coca)
She said she want more, she said she want more
So I'ma get more, yeah, I'ma get more
Bitch, close the door, there's shit on your nose
She said she want more, she said she want more
So I'ma get more, yeah, I'ma get more

[Verse 1: NAV]
I just poured an eight in a liter
With a white bitch sniffin' on Bieber
Are you sure you want to party with the demons?
Bitch lookin' for a phone, I ain't seen it
Told Frost bring the water, no Fiji
Free Stix, I'm poured up and I'm leanin'
I got a couple pussy niggas in their feelings
'Cause the main bitch wanna come see me
She said she want more, your girl is a ho
You need to let go, she fucked all my bros
She snortin' the snow (That coca), now she's touchin' her toes
She got Anna Nicole all in her nose
If they kick down the door, we gon' get locked for sure
She said she want more, fuck it, I'ma get more (I'ma get more)

[Verse 2: Travis Scott]
Nightmare, high-life, sleepy, night-night (Yeah)
Flashes, spotlight, pull up, nice guy (Yeah, yeah)
Help it, peace, peace, peace to– (Yeah)
Bite me, ride me (Yeah), strike me, indict me (Yeah, yeah)
Snipe it, swipe it, rapper, trapper (Ooh, yeah)
I'm lit, light–(Yeah)—nin' (Yeah, bitch, yeah)
White bitch (Bitch), she thick (Bitch)
Pulled out of the hood, Toyota
Drove back to the hood, Lambo' (Ooh)
Crushed Xans, crushed Xans in my soda
Ridin' around the city with my eyes closed (Yeah, yeah)
Crazy Girls got it poppin', AOD got it poppin' (Yeah, yeah)
Tryna text my accountant, ain't no service in the mountains (Straight up)
Won't you come to the bottom? Know you heard a lot about 'em (Yeah)
Heard they take that then they change like a mood ring (Yeah, yeah)
I watched 'em take that then they change like a mood ring
Pulled out of the hood, Toyota
Drove back to the hood, Lambo' (Ooh)
Crushed Xans, crushed Xans in my soda
Ridin' around the city with my eyes closed (Ooh)

[Chorus: NAV]
I just poured an eight in a liter
Throw some Jolly Rancher in, make it sweeter
Versace my clothes, I'm with a white ho
And she snortin' three lines like Adidas
Got a black girl rollin' off molly (Molly)
Got a white bitch snortin' up snow
Say she want real niggas in the party
Parents gon' leave the keys to the condo

[Post-Chorus: NAV & Travis Scott]
Bitch, close the door, there's shit on your nose (That coca)
She said she want more, she said she want more
So I'ma get more (Ooh), yeah, I'ma get more (Ooh)
Bitch close the door (Ooh), there's shit on your nose (Ooh)
She said she want more (Ooh), she said she want more (Ooh)
So I'ma get more (Ooh), yeah, I'ma get more

[Outro: NAV]
Mmm-mmm, mmm-mmm, mmm-mmm, mmm-mmm
Mmm-mmm-mmm, mmm-mmm-mmm
Mmm-mmm-mmm, mmm-mmm-mmm",https://genius.com/Travis-scott-beibs-in-the-trap-lyrics,7.815319705,4.759482688,2108.434455,0.15060984,-66.48227967,88.75704248,0.313224058,0.214658399,0.082612345,NA,0.083557455,1,19659575
22,0eUwuRuPBzxhU9ApFIcDl2,0.684,0.612,9,-4.653,0,0.0287,0.171,1.53E-05,0.103,0.561,93.964,audio_features,spotify:track:0eUwuRuPBzxhU9ApFIcDl2,https://api.spotify.com/v1/tracks/0eUwuRuPBzxhU9ApFIcDl2,https://api.spotify.com/v1/audio-analysis/0eUwuRuPBzxhU9ApFIcDl2,237307,4,56,Lady Gaga,Diggin' My Grave,"[Verse 1: Bradley Cooper]
You're killin' me baby with the things you do
Put me in the ground before we're through
Burnin' up this town
Spendin' everythin' I've saved
Yeah
You've been out all night
Diggin' my grave

[Verse 2: Bradley Cooper & Lady Gaga]
Every little lie you tell can't keep it hid
You're just another nail on my, my coffin lid
Someone else is gettin' all the love you never gave
Woo
Yeah
And you've been out all night
Diggin' my grave, yeah

[Chorus: Bradley Cooper & Lady Gaga]
So keep on runnin' around
Ain't no need to hurry back
'Cause I'll be gone from here
And you'll be all dressed up in black

Six feet under baby that's where I'll be
By the time that you're done with me
All these tears I cry
Drownin' in a tidal wave
You've been out all night
Diggin' my grave

[Chorus 2: Bradley Cooper & Lady Gaga]
So keep on runnin' around
Ain't no need to hurry back
'Cause I'll be gone from here
And you'll be all dressed up in black
Woooo

Six feet under baby that's where I'll be
By the time that you're done with me
All these tears I cry
Drownin' in a tidal wave
Yeah yeah
You've been out all night
Diggin' my grave
You've been out all night
Diggin' my grave

[Outro: Bradley Cooper & Lady Gaga]
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my grave
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my grave",https://genius.com/Lady-gaga-and-bradley-cooper-diggin-my-grave-lyrics,3.634130606,2.195927158,1243.329643,0.10353713,-55.2849667,62.65438916,0.28953663,0.195605765,0.079993288,NA,0.067643666,1,20894831
23,0eUwuRuPBzxhU9ApFIcDl2,0.684,0.612,9,-4.653,0,0.0287,0.171,1.53E-05,0.103,0.561,93.964,audio_features,spotify:track:0eUwuRuPBzxhU9ApFIcDl2,https://api.spotify.com/v1/tracks/0eUwuRuPBzxhU9ApFIcDl2,https://api.spotify.com/v1/audio-analysis/0eUwuRuPBzxhU9ApFIcDl2,237307,4,56,Bradley Cooper,Diggin' My Grave,"[Verse 1: Bradley Cooper]
You're killin' me baby with the things you do
Put me in the ground before we're through
Burnin' up this town
Spendin' everythin' I've saved
Yeah
You've been out all night
Diggin' my grave

[Verse 2: Bradley Cooper & Lady Gaga]
Every little lie you tell can't keep it hid
You're just another nail on my, my coffin lid
Someone else is gettin' all the love you never gave
Woo
Yeah
And you've been out all night
Diggin' my grave, yeah

[Chorus: Bradley Cooper & Lady Gaga]
So keep on runnin' around
Ain't no need to hurry back
'Cause I'll be gone from here
And you'll be all dressed up in black

Six feet under baby that's where I'll be
By the time that you're done with me
All these tears I cry
Drownin' in a tidal wave
You've been out all night
Diggin' my grave

[Chorus 2: Bradley Cooper & Lady Gaga]
So keep on runnin' around
Ain't no need to hurry back
'Cause I'll be gone from here
And you'll be all dressed up in black
Woooo

Six feet under baby that's where I'll be
By the time that you're done with me
All these tears I cry
Drownin' in a tidal wave
Yeah yeah
You've been out all night
Diggin' my grave
You've been out all night
Diggin' my grave

[Outro: Bradley Cooper & Lady Gaga]
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my grave
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my
Diggin’ my, diggin’ my, diggin’ my grave",https://genius.com/Lady-gaga-and-bradley-cooper-diggin-my-grave-lyrics,3.634130606,2.195927158,1243.329643,0.10353713,-55.2849667,62.65438916,0.28953663,0.195605765,0.079993288,NA,0.067643666,1,20894831
24,0FfX0nofboxZjP0diT1eFv,0.328,0.674,7,-7.488,1,0.105,0.00767,0.0398,0.29,0.129,177.007,audio_features,spotify:track:0FfX0nofboxZjP0diT1eFv,https://api.spotify.com/v1/tracks/0FfX0nofboxZjP0diT1eFv,https://api.spotify.com/v1/audio-analysis/0FfX0nofboxZjP0diT1eFv,262600,3,64,Imagine Dragons,I’ll Make It Up To You,"[Verse 1]
Took your heart, took your hand
Promise you all that I had
Hopin' that you understand
Far from a perfect man

[Refrain]
'Cause, honey, it's been a hard year
It seem like we're goin' nowhere
Cryin' inside your bedroom
Baby, I know it's not fair

[Interlude]
Lay with me for one more night
I promise you, I'll make it right

[Chorus]
I'll make it up to you, you, you
Every night, I'll make it up to you, you, you
Every night, I'll make it up to you

[Verse 2]
I know you don't understand
The vices that follow a man
And in your eyes I can see
The places that you'd rather be

[Refrain]
'Cause, honey, it's been a hard year
It seem like we're goin' nowhere
You're cryin' inside your bedroom
Baby, I know it's not fair

[Chorus]
I'll make it up to you, you, you
Every night, I'll make it up to you, you, you
Every night, I'll make it up to you

[Bridge]
In our darkest hour
In the dead of the night
I'll make it up to you
Your hands are mine
I'll make it up to you
Promises are nothing more
Than fleetin' thoughts
But you, you are my lifeblood

[Chorus]
I'll make it up to you
Every night, I'll make it up to you
Every night, I'll make it up to you, you, you
Every night, I'll make it up to you, you, you
Every night, I'll make it up to you, you, you
Every night, I'll make it up to you",https://genius.com/Imagine-dragons-ill-make-it-up-to-you-lyrics,-3.076447701,-2.174071568,1223.163487,-0.025716206,-64.41709974,53.01946249,0.333953857,0.236226512,0.084236529,NA,0.080341009,1,38006445
25,0fSJRkERzRgagVZZ91s5sz,0.429,0.319,0,-7.697,1,0.0376,0.626,0,0.105,0.311,133.858,audio_features,spotify:track:0fSJRkERzRgagVZZ91s5sz,https://api.spotify.com/v1/tracks/0fSJRkERzRgagVZZ91s5sz,https://api.spotify.com/v1/audio-analysis/0fSJRkERzRgagVZZ91s5sz,246413,4,36,Duncan Laurence,Between Good And Goodbye,"[Verse 1]
She wore white that day
Her hair up, the most beautiful she ever felt
She gave her heart that day
You promised it'd be safe in your arms
And you'll never let it go to waste
With everyone she loved by the water
She wore white that day
She was your everything
First sight from the moment on the summer night
But she couldn't stay
So you planned out all your life in your letters
Up until that winter's day
You took a plane so you would be together
She was your everything

[Chorus]
Now tell her what's changed between good and goodbye
Why you tryin' everything to walk out of her life?
If you leave now, don't leave her with the blame
You know she's gonna take it anyway
Tell her what's changed

[Verse 2]
Can you find yourself?
Think twice about everything before you go
Can you remind yourself?
If you break it, it always will be broken
Can you see the consequences
Of leaving all these words unspoken?
Can you find yourself?

[Chorus]
Now tell her what's changed between good and goodbye
Why you tryin' everything to walk out of her life?
If you leave now, don't leave her with the blame
You know she's gonna take it anyway
Tell her what's changed

[Bridge]
And all you think about
The family you can live without
How can you just turn and walk away?

[Chorus]
Tell her what's changed between good and goodbye
Why you tryin' everything to walk out of her life?
If you leave now, don't leave her with the blame
Oh, you know she's gonna take it anyway
Oh, you know she's gonna take it anyway
Tell her what's changed

[Outro]
Tell her what's changed
Tell her what's changed",https://genius.com/Duncan-laurence-between-good-and-goodbye-lyrics,-0.524068518,-1.144711628,1771.243595,-0.061941436,-74.87396248,68.38888568,0.26943568,0.164077409,0.085339636,1.718945022,0.046019434,1,380069
