,id,artist_name,song_name,cleaned_lyrics,popularity
319,3qgPpwtuRu5oP8EtFSj8HE,The Kid LAROI,SO DONE,okay realize now that everything that did was wrong okay realize now some things are better off said than done okay realize now that maybe am not ready for love okay realize now finished us before we begununun am done so done am done with all the games you play am numb so numb am numb to all the pain you bring am tryna figure this all out for myself do not need you or nobody else am done so done so done so done so done so done am done oh no nonono nonono think that it is time for you to realize that am not gon be here forever but wish that was but you were the because for every lil feelin am feeling inside sometimes sit and think about why even trusted you shit am surprised am walkin away from you it is about time want you to walk out and walk out of my life and you yeah you yeah you you stay on my mind way more than would like for you to and you yeah you the reason can not find no love do not want to fight no more because am done so done am done with all the games you play am numb so numb am numb to all the pain you bring am tryna figure this all out for myself do not need you or nobody else am done so done so done so done so done so done am done,69
320,3QH8rQGNFX8VLbCgZ7uPTS,BTS,Fly To My Room,let us go let me fly to my look below and zoom anywhere come out now let me fly to my get me outta my blues and now am feelin brand new everyday the frustration drives me crazy feel like it is still day one somebody rewind that clock this year was taken away am still in bed my stomach is aching it is killin me slowly nah anyway want to go any way well there is no choice this room is all have well then will change this room into my world yeah let us go let me fly to my room look below and zoom anywhere come out now let me fly to my room get me outta my blues and now am feelin brand new everywhere was this world like this wonder suddenly it looks unfamiliar am caught up in memories the old desks and changed sunlight look special am little less lonely nah better way just found better way sometimes we get to know broken is beautiful my body is light and it flies somewhere far away this thing so surreal yeah let us go let me fly to my room look below and zoom anywhere come out now let me fly to my room get me outta my blues and now am feelin brand new this room is too small yes to fill my dreams with yah yah yah land on top of the bed this is the safest place somehow it just only takes in happiness and sadness all emotions yah yah yah this room may be my emotional trash can but it will hug me instead and the toys in my room hi greet me again like people the tv bustles like am out in the city you can change the way you think only can enjoy this travel the delivery food is three stars fill it with hope am full let us go let me fly to my room look below and zoom anywhere come out now let me fly to my get me outta my blues and now am feelin brand new let us go let me fly to my room look below and zoom anywhere come out now let me fly to my room get me outta my blues and now am feelin brand new let us go let me fly to my room look below and zoom anywhere come out now let me fly to my room get me outta my blues and now am feelin brand new,61
321,3QSLoxRguKgK0knOG7EGyn,DaBaby,TALK ABOUT IT,baby wheezy outta here let us go my uncles taught nigga how to hustle my mama taught me how to use rubber was six years old tryna sell nigga candy all knew was how to get the money let us go done broke lot of records in year now grammynominated nigga bitch it is lit now was tryna tell them was special as jit stillll open fire on nigga make him get down get down get down yeah bitch you are not seen nigga do it like baby uhuh big chain and am solo in this bitch glock fourfive ap and four bracelets let us go just spent three million on the crib three ms and do not even be there just did it for my baby no cap you probably never met nigga like me really bout whatever from the bottom like the basement the bottom you might have point but are not fixing to argue with you will not go back and forth be done shot him am in the studio got my daughter with me in fendi dress she rockin diamonds from johnny light show nigga let us go heat me up got my ice on nigga be signin milliondollar deals with my fingertips on esign on my fuckin iphone nigga am the nigga let me talk about it wheezy outta here my uncles taught nigga how to hustle my mama taught me how to use rubber was six years old tryna sell nigga candy all knew was how to get the money let us go done broke lot of records in year now grammynominated nigga bitch it is lit now was tryna tell them was special as jit stillll open fire on nigga make him get down no cap my uncles taught nigga how to hustle my mama taught me how to use rubber was six years old tryna sell nigga candy all knew was how to get the money let us go done broke lot of records in year now grammynominated nigga bitch it is lit now was tryna tell them was special as jit stillll open fire on nigga make him get down get down get down court dates for the new year twenty on the lawyer twentyseven thousand for jet never boarded everybody in the county treat nigga like the truth truth lock the jail down every time nigga move lockdown in dirtyass cell doing pushups eatin soup the media believin them they want to see me go back rich nigga can not rob broke nigga and you know that locked nigga up in south florida like he kodak quartermillion dollars in my motherfuckin tote bag they think like to fight until nigga get toe tag boom hang his jersey up his shit throwback throwback police are not know me they do not want to see me bubble prettyass smile like my motherfuckin mother all the nigga know is hustle multimillion dollar nigga got to stay up out of trouble am the realest nigga in it let me talk about it wheezy outta here my uncles taught nigga how to hustle my mama taught me how to use rubber was six years old tryna sell nigga candy all knew was how to get the money let us go done broke lot of records in year now grammynominated nigga bitch it is lit now was tryna tell them was special as jit stillll open fire on nigga make him get down get down get down my uncles taught nigga how to hustle my mama taught me how to use rubber was six years old tryna sell nigga candy all knew was how to get the money let us go done broke lot of records in year now grammynominated nigga bitch it is lit now was tryna tell them was special as jit stillll open fire on nigga make him get down get down get down,50
322,3qydsQ9n0hab0tGpwWajoj,Glass Animals,Domestic Bliss,see the bruise see the truth see what he been doing to you blood on the shoes what is his excuse he says he is doing some new kung fu you always use his bullshit excuse but see what he been doing to you why did you put up with that shit why did you go back for that kiss maybe it tastes like him when you have got tears on your lips why did you put up with that shit why do not we pack and leave this why do you smile when he cries why do you cry when he wins fight for me we can leave am beggin please on myon my knees go to hawaii fight for me say we can leave am beggin please on myon my knees hawahawaii he got balloons new flowers too last ones dyin in your bedroom he squeezin you blameblamin you mama just usin her red perfume domestic bliss know how bad you wanted it why did you put up with that shit why did you go back for that kiss maybe it tastes like him when you have got tears on your lips why did you put up with that shit why do not we pack and leave this why do you smile when he cries why do you cry when he wins fight for me we can leave am beggin please on myon my knees go to hawaii fight for me say we can leave am beggin please on myon my knees hawahawaii my god will be right in the trickle of lightnin knew before heard felt it in my skin my god will be right in the trickle of lightnin knew before heard felt it in my skin fight for me we can leave am beggin please on myon my knees go to hawaii fight for me say we can leave am beggin please on myon my knees hawahawaii,49
323,3S8jK1mGzQi24ilFb45DAZ,Justin Bieber,Lonely (with benny blanco),everybody knows my name now but something bout it still feels strange like lookin in mirror tryna steady yourself and seein somebody else and everything is not the same now it feels like all our lives have changed maybe when am older it will all calm down but it is killin me now what if you had it all but nobody to call maybe then you would know me because have had everything but no ones listening and that is just fuckin lonely am so loooonely loooonely everybody knows my past now like my house was always made of glass and maybe that is the price you pay for the money and fame at an early age and everybody saw me sick and it felt like no one gave shit they criticized the things did as an idiot kid what if you had it all but nobody to call maybe then you would know me because have had everything but no ones listening and that is just fuckin lonely am so loooonely loooonely am so loooonely loooonely,74
325,3Sj4lCOlYVeHpkvuc9W5Vn,Glass Animals,Tokyo Drifting,driftin huh huh huh tokyo driftin two things bout the geez you better listen up chrome spokes with the spinners on his tire hubs suck smoke in his windows up he rolls like he really does not give drug lust and two packets in your pocket disco dust hits your nose like rocket doodoodoo doo doodoodoodoodoo doodoodoo doo doodoodoodoodoo scootscoot boy race out to the superclub let it rip like you drank all of the tequila get loose street fighter tear it up fresh footwear drippin out of you onto the rug ooh now you are lettin go heart beatin faster feet pushin on the floor are not nothing better ooh now you are lettin go heart beatin faster feet pushin on the floor are not nothing better wavey daveys on fire you still got it you still got it alright yeah huh huh wavey daveys on fire oh you still got it you still got it alright yeah huh huh huh huh huh huh huh huh ayy what is everybody talkin bout when they want to live fast but would rather walk it out niggas want to talk about but spent on the twelve teeth in my mouth huh huh huh diamonds aquatic it feel like trout on my wrist wrist or spout on my wrist with spider up in it in it everything got to be eighty and you keep the twenty percentage you know that get it am on it am in it if you try to take it the clip get extended am back on my bullshit like jordan on pippen if this is my life then am tokyo drifting uh ooh now you are lettin go heart beatin faster feet pushin on the floor yeah oh are not nothing better ooh now you are lettin go heart beatin faster feet pushin on the floor are not nothing better wavey daveys on fire yuh yuh yuh okay you still got it you still got it alright yeah huh huh huh wavey daveys on fire yuh yuh yuh okay you still got it you still got it alright yeah huh huh huh driftin yeah yeah tokyo driftin wavey daveys on fire you still got it you still got it al you still you still got it al you still you still got it alright yeah driftin,60
327,3SnpCALgmzVy7k07aAXbuA,Conan Gray,Checkmate,you think you are funny right callin me drunk when it is too late at night telling me truths that you know all are lies yeah you think you are funny right what you think you are super sly flirtin with them but telling me you are mine buildin me up but buttercup you lied now am going to ruin your life because have gotten tired of the games that you play when you tell me you love me then you throw me away so cry me river until you drown in the lake because you may think you are winning but checkmate yeah you may think you are winning but checkmate now this is getting fun saw you kissing someone elses tongue you said that am the only one you love baby this is getting fun will let you think you won date in the park will play it super dumb holding your hand but in the other one am holding loaded gun yeah baby you should really run because have gotten tired of the games that you play when you tell me you love me then you throw me away so cry me river until you drown in the lake because you may think you are winning but checkmate yeah you may think you are winning but check and am about to get you gone can not play me like your pawn set fire to your lawn just like you did to my heart and am about to wreck your car and am about to wreck your car and max your credit cards and max your credit cards lover on the large lover on the large you are going to wish you never harmed me because have gotten tired of the games that you play when you tell me you love me then you throw me away so cry me river until you drown in the lake because you may think you are winning but checkmate and you did some damage so am making you pay and no ones ever going to love you anyways because you are just narcissist who is totally fake yeah you may think you are winning this heartbreak but you are not going to win it because checkmate,66
328,3T03rPwlL8NVk1yIaxeD8U,Justin Bieber,Off My Face,one touch and you got me stoned higher than have ever known you call the shots and follow sunrise but the nights still young no words but we speak in tongues if you let me might say too much your touch blurred my vision it is your world and am just in it even sober am not thinkin straight because am off my face in love with you am out my head so into you and do not know how you do it but am forever ruined by you oohoohooh can not sleep because am way too buzzed too late now you are in my blood do not hate the way you keep me up your touch blurred my vision it is your world and am just in it even sober am not thinkin straight because am off my face in love with you am out my head so into you and do not know how you do it but am forever ruined by you oohoohooh ooh oohooh oohoohoohoohoohooh oohoohoohooh ooh oohooh oohoohoohoohoohooh oohoohoohooh because am off my face in love with you am out my head so into you and do not know how you do it but am forever ruined by you oohoohooh by you oohoohooh,78
329,3Tc57t9l2O8FwQZtQOvPXK,Billie Eilish,my strange addiction,no billy have not done that dance since my wife died there is whole crowd of people out there who need to learn how to do the scarn do not ask questions you do not want to know learned my lesson way too long ago to be talkin to you belladonna shoulda taken break not an oxford comma take what want when want to and want ya bad bad news one of us is going to lose am the powder you are the fuse just add some friction you are my strange addiction you are my strange addiction my doctors can not explain my symptoms or my pain but you are my strange addiction am really really sorry think was just relieved to see that michael scarn got his confidence back yeah michael the movie is amazing it is like one of the best movies have ever seen in my life deadly fever please do not ever break be my reliever because do not self medicate and it burns like gin and like it put your lips on my skin and you might ignite it hurts but know how to hide it kind of like it teh bad bad news one of us is going to lose am the powder you are the fuse just add some friction you are my strange addiction you are my strange addiction my doctors can not explain my symptoms or my pain but you are my strange addiction bite my glass set myself on fire can not you tell am crass can not you tell am wired tell me nothing lasts like do not know you could kiss my asking about my motto you should enter it in festivals or carnivals thoughts pretty good reaction pretty cool right you are my strange addiction you are my strange addiction my doctors can not explain my symptoms or my pain but you are my strange addiction did you like it did you like that um which part,75
330,3tjFYV6RSFtuktYl3ZtYcq,24kGoldn,Mood (feat. iann dior),ohohoh yeah yeah yeah yeah yeah why you always in mood fuckin round actin brand new are not tryna tell you what to do but try to play it cool baby are not playing by your rules everything look better with view why you always in mood fuckin round actin brand new are not tryna tell you what to do but try to play it cool baby are not playing by your rules everything look better with view yeah could never get attached when start to feel unattach somehow always end up feeling bad baby am not your dad it is not all you want from me just want your company girl it is obvious elephant in the room and we are part of it do not act so confused and you love startin it now am in mood now we arguin in my bedroom we play games of love to avoid the depression we been here before and will not be your victim why you always in mood fuckin round actin brand new are not tryna tell you what to do but try to play it cool baby are not playing by your rules everything look better with view why you always in mood fuckin round actin brand new are not tryna tell you what to do but try to play it cool baby are not playing by your rules everything look better with view so why you tryin to fake your love on the regular when you could be blowin up just like my cellular will not ever let shorty go and set me up only thing need to know is if you wet enough am talking slick back kick back gang sippin fourties you keep playin not another day with you shorty mismatched fits that was way before you know me got lot of love well you better save it for me we play games of love to avoid the depression we been here before and will not be your victim why you always in mood fuckin round actin brand new are not tryna tell you what to do but try to play it cool baby are not playing by your rules everything look better with view why you always in mood fuckin round actin brand new are not tryna tell you what to do but try to play it cool baby are not playing by your rules everything look better with view yeah,19
332,3UFibqaDib8ZEqtviCFLIx,Duncan Laurence,Beautiful - Commentary,everybody knows me everybody holds piece of truth everybody sees me they all have point of view but no one really knows me like you nobody would see it and can feel the doubts creep in my mind you kept me believing told me it is alright just give it time nobody knows me like you when my worlds on fire you kill the flames love how you are always the beauty in my pain most hearts never stay but your love keeps me safe people come and people go but you and we are beautiful so let the whole world change we will stay the same there is something that we are made of it is greater than the distance we are apart do not need to say much because you can read me right from where you are no one really knows me like you when my worlds on fire you kill the flames love how you are always the beauty in my pain most hearts never stay but your love keeps me safe people come and people go but you and we are beautiful so let the whole world change we will stay the same when my worlds on fire you call when my worlds on fire you kill the flames when my worlds on fire you call when my worlds on fire you kill the flames when my worlds on fire you call when my worlds on fire you kill the flames when my worlds on fire you call when my worlds on fire you kill the flames when my worlds on fire you call when my worlds on fire you kill the flames when my worlds on fire you call yeah yeah yeah,16
333,3UoULw70kMsiVXxW0L3A33,Ariana Grande,pov,it is like you got superpowers turn my minutes into hours you got more than babe made of glass the way you see through me you know me better than do can not seem to keep nothing from you how you touch my soul from the outside permeate my ego and my pride want to love me ooh the way that you love me ooh ooh for all of my pretty and all of my ugly too would love to see me from your point of view want to trust me trust me the way that you trust me trust me ooh because nobody ever loved me like you do would love to see me from your point of view am getting used to receiving still getting good at not leaving am about to love you even though am scared oh scared learnin to be grateful for myself oh oh oh you love my lips because they say the things we have always been afraid of can feel it startin to subside learnin to believe in what is mine want to love me ooh the way that you love me ooh ooh for all of my pretty and all of my ugly too would love to see me from your point of view want to trust me trust me the way that you trust me trust me ooh because nobody ever loved me like you do would love to see me from your point of view could not believe it or see it for myself know be impatient but now am out here fallin fallin frozen slowly thawing got me right will not keep you waitin waitin all my baggage fadin safely my baggage fadin and if my eyes deceive me will not let them stray too far away want to love me ooh the way that you love me ooh ooh for all of my pretty and all of my ugly too would love to see me from your point of view want to trust me ooh trust me the way that you trust me baby trust me because nobody ever loved me like you do would love to see me from your point of view oh yeah,81
334,3uVEtIOcyE7rGAqcWJt95h,Lewis Capaldi,Bruises,counting days counting days since my love up and got lost on me and every breath that have been taking since you left feels like waste on me have been holding on to hope that you will come back when you can find some peace because every word that have heard spoken since you left feels like hollow street have been told have been told to get you off my mind but hope never lose the bruises that you left behind oh my lord oh my lord need you by my side there must be something in the water because every day it is getting colder and if only could hold you you would keep my head from going under maybe maybe am just being blinded by the brighter side of what we had because it is over well there must be something in the tide have been told have been told to get you off my mind but hope never lose the bruises that you left behind oh my lord oh my lord need you by my side there must be something in the water because every day it is getting colder and if only could hold you you would keep my head from going under oohoohoohoohooh oohoohoohoohooh oohoohoohoohooh oohoohoohoohooh it is your love am lost in your love am lost in your love am lost in and am tired of being so exhausted your love am lost in your love am lost in your love am lost in even though am nothing to you now even though am nothing to you now there must be something in the water because every day it is getting colder and if only could hold you you would keep my head from going under there must be something in the water because every day it is getting colder and if only could hold you you would keep my head from going under,50
335,3vooOYHU0Fi3ViCG7Ozh0Y,The Neighbourhood,W.D.Y.W.F.M?,two nights ago she got that look in her eyes kaleidoscope but that is only half the time three days before she told me that do not even try she is crazy though guess there is something wrong inside maybe you are right maybe this is all that can be but what if it is you and it was not me what do you want from me what do you want from me four weeks ahead thought that should think some more am fucked in the head and my mind is turning into whore five months go by and thought about letting her go she is crazy though and guess she took control oh no oh no oh no oh no no maybe you are right maybe this is all that can be but what if it is you and it was not me what do you want from me what do you want from me maybe she is right maybe am wrong maybe we will fight until it moves us along can not deny writing song hoping she will find she is not alone maybe you are right maybe this is all that can be but what if it is you and it was not me oh what what do you want from me what do you want what do you want do you want from me what what do you want from me what do you want what do you want do you want from me now,69
336,3WKnfkgwrARwElktHSU5Ik,Lady Gaga,La Vie En Rose,eyes that lower mine laugh that gets lost on his mouth here is the portrait without retouching from the man belong to when he takes me in his arms he whispers to me see life in pink he tell me love words everyday words and it does something to me he has entered in my heart slice of happiness that know the reason it is him for me me for him in life he told me swore it for life and as soon as see him so feel inside me my heart beating would anybody like some french tips tonight it is him for me me for him in life he told me swore it for life so feel inside me through rosecolored glasses,59
337,3WlbeuhfRSqU7ylK2Ui5U7,The Weeknd,Snowchild,used to pray when was sixteen if did not make it then would probably make my wrist bleed not to mislead turn my nightmares into big dreams whole squad mobbin even though we only six deep was singing notes while my niggas played with six keys walking in the snow before ever made my wrist freeze was blowing smoke had me dizzy like gillespie niggas had no homes we were living in the dead streets you could not find me like am hoffa cover girls jumping out the page like they pop ups spending all my money on these niggas that brought up taking care of families for my brothers when they locked up and had nothing to believe in double cup leanin could not even breathe and for that money was fiending cali was the mission but now nigga leaving leaving leaving into the night now nigga leaving leaving leaving into the night oh she like my futuristic sounds in the new spaceship futuristic sex give her philip dick she never need man she what man need so keep on falling for her daily we was at coachella going brazy stack couple ms like was shady now am in tribeca like am jayz rockin sorayama like he pay me just signed new deal with mercedes got me movin dirty like am swayze all my diamonds dancing like they swayze all my diamonds hitting like they swae lee jet so big got business and coach always livin on the road rockin louis la mode nigga and for that money been fiending cali was the mission but now nigga leaving leaving leaving into the night now nigga leaving leaving leaving into the night oh twenty mill mansion never lived in it zero edge pool never dipped in it superstar neighbor in my business paparazzi tryna catch me slippin and going on tour is my vacation every month another accusation only thing am phobic of is failing was never blessed with any patience so nigga leaving leaving leaving into the night now nigga leaving leaving leaving into the night oh,70
338,3XF5xLJHOQQRbWya6hBp7d,Billie Eilish,you should see me in a crown,bite my tongue bide my time wearing warning sign wait until the world is mine visions vandalize cold in my kingdom size fell for these ocean eyes you should see me in crown am going to run this nothing town watch me make them bow one by one by one one by one by you should see me in crown your silence is my favorite sound watch me make them bow one by one by one one by one by one count my cards watch them fall blood on marble wall like the way they all scream tell me which one is worse living or dying first sleeping inside hearse do not dream you say come over baby think you are pretty am okay am not your baby if you think am pretty you should see me in crown am going to run this nothing town watch me make them bow one by one by one one by one by you should see me in crown your silence is my favorite sound watch me make them bow one by one by one one by one by one crown am going to run this nothing town watch me make them bow one by one by one one by one by you should see me in crown you should see me see me your silence is my favorite sound you should see me see me watch me make them bow one by one by one one by one by one,78
339,3XOHxCoPkXW0pvR6xl4f0M,Conan Gray,Little League,do you remember days on our old block messin with our neighbors who called the cops could have swore that you and me could get away with anything we would lay on the grass all day talking because we snuck out of class when no one was watching remember you and me yeah remember everything but lately have been feelin strange and everybodys tellin me to act my age never thought that everything had would fade away when we were younger we did not know how it would be we were the dumb the wild the free little league and when we were younger we wore our hearts proud on our sleeve why did we ever have to leave little league could get rewind get another chance take it back in time because do not know what to do with everything am going through and where did all my friends go standin on our street but nobodys home swore we would never move away but now am going on the interstate because lately have been feelin strange and everybodys tellin me to act my age never thought that everything had would fade away when we were younger we did not know how it would be we were the dumb the wild the free little league and when we were younger we wore our hearts proud on our sleeve why did we ever have to leave little league wish was younger oh wish was younger when we were younger we did not know how it would be we were the dumb the wild the free little league and when we were younger we wore our hearts proud on our sleeve why did we ever have to leave little league,63
340,3XRQT7EoS4U87rUuJwg5P3,Juice WRLD,Hurt Me,enviyon on the mix turned to whole different person drive my whip crash my whip off the drugs am swervin sticks and stones may break my bones but the drugs will not hurt me the drugs will not hurt me exgirlfriend keeps calling my phone but the bitch can not hurt me so am not worried all alone did it on my own so show no mercy show no mercy with my bros but got my pole screaming please do not urge me please do not urge me yuh screaming please do not urge me and fuck these hoes all they do is irk me smoke my dope and pop my perky and lock my phone because these hoes be lurking yuh yeah these hoes be lurking bad lil bitch with her hips so curvy drive my whip off the drugs am swervin she ride my dick off the drugs she swervin woah turned to whole different person drive my whip crash my whip off the drugs am swervin sticks and stones may break my bones but the drugs will not hurt me the drugs will not hurt me exgirlfriend keeps calling my phone but the bitch can not hurt me so am not worried all alone did it on my own so show no mercy show no mercy with my bros but got my pole screaming please do not urge me please do not urge me yuh yuh turned to whole different person drive my whip crash my whip off the drugs am swervin,72
341,3yuayr8sjIrIeqaPuvYOWn,Trevor Daniel,Disaster,if you want disaster you know have the recipe shawty one hand on your heart while the other is grippin your body oh want you here right beside me want you here right beside me forever never lasts and making it happen it is not very likely if you want disaster you know have the recipe shawty one hand on your heart while the other is grippin your body oh want you here right beside me want you here right beside me oh want you here right beside me want you here right beside me baby already know you are not mine am not yours when this time comes will go but tonight take it slow for this time you are the one got me high on my drug for the moment hold you closer closer have accepted we gon win some and lose some you are definitely bad for me not any better for you so have accepted we gon win some and lose some you are definitely bad for me not any better for you so if you want disaster you know have the recipe shawty yeah one hand on your heart while the other is grippin your body oh want you here right beside me want you here right beside me forever never lasts and making it happen it is not very likely oh oh ooh yeah yeah yeah yeah if you want disaster you know have the recipe shawty one hand on your heart while the other is grippin your body oh want you here right beside me want you here right beside me forever never lasts and making it happen it is not very likely if you want disaster you know have the recipe shawty one hand on your heart while the other is grippin your body oh want you here right beside me want you here right beside me oh want you here right beside me want you here right beside me want you here right beside me want you here right beside me ayy if you want disaster you know have the recipe shawty one hand on your heart while the other is grippin your body oh want you here right beside me want you here right beside me forever never lasts and making it ha can we make like just like some some like super raw just like sound cool one two three yeah,0
342,3zT2616WcD9Df5m21OsCX0,Imagine Dragons,Rise Up,was hopin for an indication was seekin higher elevation aye aye aye aye aye aye have been shaken wakin in the night light have been breakin hidin from the spotlight aye aye aye aye aye aye the more stray the less fear and the more reach the more fade away the darkness right in front of me oh it is calling out and will not walk away would always open up the door always lookin up for higher floors want to see it all give me more rise rise up was always up for makin changes walkin down the street meetin strangers flippin through my life turnin pages rise rise up like prayer that only needs reason like hunter waiting for the season aye aye aye aye aye aye was there but was always leaving have been livin but was never breathing aye aye aye aye aye aye the more stray the less fear and the more reach the more fade away the darkness right in front of me oh it is calling out and will not walk away would always open up the door always lookin up for higher floors want to see it all give me more rise rise up was always up for makin changes walkin down the street meetin strangers flippin through my life turnin pages rise rise up am burstin like the fourth of july so color me and blow me away am broken in the prime of my life so embrace it and leave me to stray would always open up the door always lookin up for higher floors want to see it all give me more rise rise up was always up for makin changes walkin down the street meetin strangers flippin through my life turnin pages rise rise up would always open up the door always lookin up for higher floors want to see it all give me more rise rise up was always up for makin changes walkin down the street meetin strangers flippin through my life turnin pages rise rise up rise rise up rise rise up,69
343,40U8d12pC5UHqmHwXjHjjl,The Weeknd,Repeat After Me (Interlude),you do not love him you do not love him you do not love him if you are thinking of me you do not love him you are just fucking you are just fucking it means nothing to me you do not love him you do not love him you do not love him if you are thinking of me you do not love him you are just fucking you are just fucking it means nothing to me yeah it is been too long you changed up over time why you why you going to even try to hide it is natural to find someone to treat you right but it are not right if you fuck him out of spite you do not have to cry girl let me wipe your eyes your eyes your eyes your eyes promise you will always be mine ohoh just repeat after me you do not love him you do not love him you do not love him if you are thinking of me it is all right you do not love him you are just fucking you are just fucking you are thinking of me you do not love him you do not love him you do not love him if you are thinking of me you do not love him you are just fucking you are just fucking it means nothing to me,67
345,42D9W8s63ofvId5LLFK43L,SAINt JHN,Pray 4 Me (feat. Kanye West),pray for me only if you need pray pray for me never on your knees pray pray for me when the summer breeze pray for me when the summer breeze pray for me and that never bleed pray for me and that will never bleed yeah yeah yeah pray for me for the family pray for me for the family pray for me for the man am supposed to be pray for me for the man am supposed to be pray for me put your hand on me pray for me and my enemies them niggas know do not ever approach me them niggas know got it got to look at me closely cut from different cloth from different upholstery born from different mind when you see me you toast me oh my life now this highlight now just play my mama this if die right now before close my eyes before lie down whenever hang my hat will never hide my crown and the views got nigga distracted porsche on the hill lookin pretty attractive and will use her am about to do it you can not tell her your tactics been there for while so studied the tactics and meek tryna lower the maxes trump in the house tryna lower the accents real life movie do not know any actors am just tryna move forward they keep pullin me backwards see this visceral reactions not reciprocal matter of fact the way you actin is just typical matter of fact the force am givin you centrifugal matter of fact if just doubled up would triple you got to come up with something something something different dude got to come up with something something something different dude specially when ye ye ye ye in different mood specially when ye ye ye ye in different mood they want to ask is he well when my minds on israel know that am about to live to tell that we lived through livin hell under the remy spell in living cell this are not living real this is different deal bruh this is different field bruh tell me how you feel bruh steel trigger blaow even though am somebody niggas will not figure out even though they sayin am really that nigga now even though they sayin it is nothing to think about promise to think it out woah pray for me only if you need need pray for me never on your knees knees pray for me when the summer breeze summer breeze pray for me that never bleed pray for me for the family family pray for me for the man am supposed to be supposed to be pray for me put your hand on me on me pray for me and my enemies told lee he would be millionaire,42
347,43PGPuHIlVOc04jrZVh9L6,Polo G,RAPSTAR,shout out my nigga synco uh tuned up copped bmw new deposit picked up another bag like fuck it am about to count while am in it hear planes flyin crowds screamin money counters chains clangin shit guess that is how it sound when you winnin are not jokin do it sound like am kiddin been makin like two thousand minute so high up through the clouds was swimmin am probably gon drown when am in it bet she gon get loud when am in it and we might have child when am finished uh will not love ho after we fuck she can not get near me only bitch give conversation to is siri my pants amiri yes am winnin clearly am the chosen one seen my potential so they fear me lately have been prayin god wonder can you hear me thinkin bout the old me swear miss you dearly stay down until you come up have been stickin to that theory every day battle am exhausted and am weary make sure smile in public when alone my eyes teary fought through it all but that shit hurt me severely have been gettin high to hide behind my insecurities takin different pills but know it are not gon uh copped bmw new deposit picked up another bag like fuck it am about to count while am in it hear planes flyin crowds screamin money counters chains clangin shit guess that is how it sound when you winnin are not jokin do it sound like am kiddin been makin like two thousand minute so high up through the clouds was swimmin am probably gon drown when am in it bet she gon get loud when am in it uh uh and we might have child when am finished they say am pac rebirth never put out weak verse homicides when we lurk am about to step until my feet hurt been puttin them streets first white tees turned burgundy tshirts lookin for something real he stuck in deep search anxiety killin me just want to leave earth when they ask if am okay it just make everything seem worse try and explain your feelings sound like something you rehearsed stabbed me in my back with clean smirk lookin so deep into your eyes can read your thoughts so shut the fuck mean please do not talk done been through too much and do not need another loss put that on every war scar for every battle fought uh copped bmw new deposit picked up another bag like fuck it am about to count while am in it hear planes flyin crowds screamin money counters chains clangin shit guess that is how it sound when you winnin are not jokin do it sound like am kiddin been makin like two thousand minute so high up through the clouds was swimmin am probably gon drown when am in it bet she gon get loud when am in it and we might have child when am finished when am finished when am finished,83
348,43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over,do not you know am no good for you have learned to lose you can not afford to tore my shirt to stop you bleedin but nothing ever stops you leavin quiet when am coming home and am on my own could lie say like it like that like it like that could lie say like it like that like it like that do not you know too much already will only hurt you if you let me call me friend but keep me closer call me back and will call you when the partys over quiet when am coming home and am on my own and could lie say like it like that like it like that yeah could lie say like it like that like it like that but nothing is better sometimes once we have both said our goodbyes let us just let it go let me let you go quiet when am coming home and am on my own could lie say like it like that like it like that could lie say like it like that like it like that,84
349,45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,you broke me first maybe you do not like talking too much about yourself but you shoulda told me that you were thinking bout someone else you are drunk at party or maybe it is just that your car broke down your phones been off for couple of months so you are calling me now know you you are like this when shit do not go your way you needed me to fix it and like me did but ran out of every reason now suddenly you are asking for it back could you tell me where did you get the nerve yeah you could say you miss all that we had but do not really care how bad it hurts when you broke me first you broke me first took while was in denial when first heard that you moved on quicker than could have ever you know that hurt swear for while would stare at my phone just to see your name but now that it is there do not really know what to say know you you are like this when shit do not go your way you needed me to fix it and like me did but ran out of every reason now suddenly you are asking for it back could you tell me where did you get the nerve yeah you could say you miss all that we had but do not really care how bad it hurts when you broke me first you broke me first what did you think would happen what did you think would happen will never let you have it what did you think would happen now suddenly you are asking for it back could you tell me where did you get the nerve yeah you could say you miss all that we had but do not really care how bad it hurts when you broke me first you broke me first you broke me first you broke me first ooh oh,88
350,45d0O3xhhDPV6fhT6aCu48,Glass Animals,Dreamland,pullin down backstreets deep in your head slippin through dreamland like tourist pullin down backstreets deep in your head slippin through dreamland like tourist that first friend you had that worst thing you said that perfect moment that last tear you she would all you have done in bed all on memorex all roundround your head all roundround your head pullin down backstreets deep in your head slippin through dreamland like tourist pullin down backstreets deep in your head slippin through dreamland like tourist you have had too much of the digital love you want everything live you want things you can touch make it feel like movie you saw in your youth make it feel like that song that just unopened you you were ten years old holdin hands in the classroom he had gun on the first day of high school you want something bizarre old conceptual cars you want girls dressed in drag you want boys with guitars pullin down backstreets deep in your head slippin through dreamland like tourist pullin down backstreets deep in your head slippin through dreamland like tourist you see kodachrome you see pink and gold you see mulholland glow you see in airplane mode all roundround your head all roundround your head all roundround your head all roundround your head you float in the pool where the soundtrack is canned you go ask your questions like what makes man oh it is so it is time to change that so you go make an album and call it dreamland,57
