Column1,account_id,bank_district_id,acc_opening_date,LOR in months,client_id,nbr_users,client_district_id,birth_year,birth_day,birth_month,gender,Age_group,loan_amount,loan_duration,loan_monthly_pmts,loan_year,loan_month,loan_day,loan_granted_in_97,loan_category,loan_default,loan_status,Contract_not_finished,Contract_finished,loan_months_remaining,loan_amount_remaining,loan_recency,card_type,issued_date_card,issued_yr_card,card_issued_in_97,district_id,district_name,region,nbr_inhabitants,ratio_urban_inh,average_salary,unemployment_rate_96,nbr_entp_1000_inh,unemployment_rate_missing,nbr_crimes_missing,crime_rate_96,SEC,High-Class,Low-Class,Middle-Class,last_trans_date,recency,freq_total_LTM,freq_credit_LTM,freq_withdrawal_LTM,end_balance,total_credit_LTM,total_withdrawal_LTM,avg_credit_LTM,avg_withdrawal_LTM,freq_total_LSM,freq_credit_LSM,freq_withdrawal_LSM,total_credit_LSM,total_withdrawl_LSM,avg_credit_LSM,avg_withdrawal_LSM,freq_total_LM,freq_credit_LM,freq_withdrawal_LM,total_credit_LM,total_Withdrawal_LM,avg_credit_LM,avg_withdrawal_LM,Total_order_amount,No_of_orders,order_bank_Is_AB,order_bank_Is_CD,order_bank_Is_EF,order_bank_Is_GH,order_bank_Is_IJ,order_bank_Is_KL,order_bank_Is_MN,order_bank_Is_OP,order_bank_Is_QR,order_bank_Is_ST,order_bank_Is_UV,order_bank_Is_WX,order_bank_Is_YZ,order_k_Is_leasing,order_k_Is_insurrance,order_k_Is_household,order_k_Is_loan,order_k_Is_NO CHAR,total_savings
1395,1848,1,04-08-1994,28,2242,2,1,1976,5,6,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,66,27,39,13741.2,72436.8,77991.2,2682.844444,1999.774359,31,13,18,34346.1,39945.6,2642.007692,2219.2,7,3,4,7971.9,7207.6,2657.3,1801.9,3473,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-5554.4
1396,582,12,05-08-1994,28,700,1,12,1929,20,11,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,12,Pribram,central Bohemia,107870,58,8754,4.31,137,0,0,35.85797719,Middle-Class,0,0,1,31-12-1996,0 days,57,24,33,14624.2,51299.6,50879.2,2137.483333,1541.793939,26,12,14,25642.4,22159.6,2136.866667,1582.828571,5,2,3,4280.6,3826.6,2140.3,1275.533333,2812,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,420.4
1397,3167,18,08-08-1994,28,3830,1,18,1968,24,2,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,08-10-1996,1996,0,18,Pisek,south Bohemia,70699,65.3,8968,3.35,131,0,0,27.01594082,Middle-Class,0,0,1,31-12-1996,0 days,63,24,39,48234.9,278748.6,282375.2,11614.525,7240.389744,29,12,17,139406.9,138287.6,11617.24167,8134.564706,5,2,3,32113.5,30914.6,16056.75,10304.86667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3626.6
1398,1579,57,09-08-1994,28,1912,1,57,1972,26,2,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,01-08-1996,1996,0,57,Hodonin,south Moravia,161954,48,8720,4.5,116,0,0,22.54343826,Middle-Class,0,0,1,31-12-1996,0 days,75,25,50,43845,156594.6,162759.2,6263.784,3255.184,35,12,23,76687.7,77609.6,6390.641667,3374.330435,8,2,6,17616.6,15191.6,8808.3,2531.933333,3377,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6164.6
1399,610,74,11-08-1994,28,731,2,74,1979,22,1,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,58,24,34,70372.2,344577.5,344597.2,14357.39583,10135.21176,28,12,16,172126.8,174136.6,14343.9,10883.5375,5,2,3,39608.8,29014.6,19804.4,9671.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.7
1400,3536,24,11-08-1994,28,4267,2,24,1936,21,4,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,24,Karlovy Vary,west Bohemia,122603,80,8991,2.01,128,0,0,43.00873551,High-Class,1,0,0,31-12-1996,0 days,67,24,43,26913.9,76442.9,72463.2,3185.120833,1685.190698,34,12,22,38237.8,40721.6,3186.483333,1850.981818,6,2,4,6376.9,4903.6,3188.45,1225.9,2589,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3979.7
1401,1017,14,11-08-1994,28,1221,1,14,1973,18,5,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,14,Ceske Budejovice,south Bohemia,177686,74.8,10045,1.71,135,0,0,35.42766453,Middle-Class,0,0,1,31-12-1996,0 days,87,24,63,48196.8,277716.4,292703.2,11571.51667,4646.08254,39,12,27,138887.7,152001.6,11573.975,5629.688889,8,2,6,31973.5,25483.6,15986.75,4247.266667,4969,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-14986.8
1402,3017,75,12-08-1994,28,3644,1,75,1951,14,6,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,75,Prerov,north Moravia,138032,64.6,8819,5.66,99,0,0,32.63735945,Middle-Class,0,0,1,31-12-1996,0 days,107,24,83,16504.3,250863,274471.2,10452.625,3306.881928,50,12,38,125427.1,143295.6,10452.25833,3770.936842,8,2,6,28909.7,26162.6,14454.85,4360.433333,6948,4,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,2,-23608.2
1403,3112,38,12-08-1994,28,3763,2,38,1977,12,8,F,10,123216,48,2567,1996,2,24,0,100-200K,0,running payment,0,0,14,35938,311 days,junior,05-08-1996,1996,0,38,Louny,north Bohemia,85852,59.8,8965,8.23,104,0,0,32.87052136,Middle-Class,0,0,1,31-12-1996,0 days,123,39,84,71981.3,840854.2,857248.2,21560.3641,10205.33571,61,20,41,458069.2,462303.4,22903.46,11275.69268,11,4,7,99717.7,89633.9,24929.425,12804.84286,5619.3,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,-16394
1404,1360,71,14-08-1994,28,1647,1,71,1978,26,3,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,junior,24-08-1995,1995,0,71,Novy Jicin,north Moravia,161227,69.7,8678,5.57,102,0,0,28.50018917,Middle-Class,0,0,1,31-12-1996,0 days,68,35,33,37280.4,86210.7,81975.2,2463.162857,2484.09697,31,17,14,57423.4,48987.6,3377.847059,3499.114286,7,2,5,1382.1,23214.6,691.05,4642.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4235.5
1405,2747,1,14-08-1994,28,3316,2,1,1947,15,12,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,62,24,38,14317.7,75662.1,94307.2,3152.5875,2481.768421,29,12,17,37714.1,39783.6,3142.841667,2340.211765,6,2,4,8676.9,9580.6,4338.45,2395.15,3826,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-18645.1
1406,9192,1,16-08-1994,28,11319,1,1,1942,14,4,F,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,68,36,32,70744.8,307691.8,314575.2,8546.994444,9830.475,36,18,18,153643.4,152587.6,8535.744444,8477.088889,6,3,3,35272.6,26214.6,11757.53333,8738.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6883.4
1407,1398,62,18-08-1994,28,1692,1,62,1972,7,2,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,62,Uherske Hradiste,south Moravia,145688,40.7,8544,1.86,109,0,0,19.94673549,Low-Class,0,1,0,05-12-1996,26 days,12,8,4,34100,13300,5200,1662.5,1300,6,3,3,5600,3200,1866.666667,1066.666667,1,0,1,0,600,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100
1408,1246,58,18-08-1994,28,1503,2,58,1922,1,9,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,58,Jihlava,south Moravia,109164,63.6,8757,3.95,96,0,0,22.63566744,Middle-Class,0,0,1,31-12-1996,0 days,55,24,31,21819.4,74487.2,69363.2,3103.633333,2237.522581,28,12,16,37312.4,26801.6,3109.366667,1675.1,4,2,2,6233.6,3253.6,3116.8,1626.8,3239,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5124
1409,1592,38,18-08-1994,28,1930,1,38,1934,21,2,F,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,38,Louny,north Bohemia,85852,59.8,8965,8.23,104,0,0,32.87052136,Middle-Class,0,0,1,31-12-1996,0 days,72,24,48,53492.6,57244.2,40629.2,2385.175,846.4416667,32,12,20,28747.3,12599.6,2395.608333,629.98,6,2,4,4819.7,2301.6,2409.85,575.4,1837,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,16615
1410,3728,10,18-08-1994,28,4496,2,10,1971,19,2,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,10,Praha - vychod,central Bohemia,92084,46.7,10124,0.54,141,0,0,46.8702489,Middle-Class,0,0,1,31-12-1996,0 days,55,25,30,25067.3,148510.7,144550.2,5940.428,4818.34,27,12,15,73614.7,79062.6,6134.558333,5270.84,5,2,3,16936.2,15214.6,8468.1,5071.533333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3960.5
1411,4131,5,19-08-1994,28,4974,2,5,1962,30,6,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,5,Kolin,central Bohemia,95616,51.4,9307,4.43,118,0,0,31.79384203,Middle-Class,0,0,1,31-12-1996,0 days,90,27,63,41200.5,428635.3,452047.2,15875.38148,7175.352381,47,16,31,275065.7,268918.6,17191.60625,8674.793548,8,1,7,232,44681.6,232,6383.085714,8190.1,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,-23411.9
1412,377,70,19-08-1994,28,457,1,70,1950,26,9,M,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,29-07-1997,1997,1,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,67,30,37,51067.9,327173.6,299996.2,10905.78667,8108.005405,31,15,16,185943.8,153200.6,12396.25333,9575.0375,4,1,3,288,26414.6,288,8804.866667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27177.4
1413,1911,68,21-08-1994,28,2321,1,68,1968,12,1,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,68,Frydek - Mistek,north Moravia,228848,57.2,9893,4.72,96,0,0,25.72449836,Middle-Class,0,0,1,31-12-1996,0 days,66,26,40,52096.9,215952,205883.1,8305.846154,5147.0775,31,14,17,109167.2,55194.1,7797.657143,3246.711765,7,2,5,24651.5,22934.6,12325.75,4586.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10068.9
1414,635,21,21-08-1994,28,762,1,21,1937,20,4,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,21,Tabor,south Bohemia,103347,67,9104,2.07,123,0,0,22.77763264,Middle-Class,0,0,1,31-12-1996,0 days,68,13,55,-439,94089.7,128826.9,7237.669231,2342.307273,24,5,19,19633.6,18493.7,3926.72,973.3526316,4,1,3,5.9,2174.8,5.9,724.9333333,8097,4,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,2,-34737.2
1415,3625,3,22-08-1994,28,4372,1,3,1933,11,10,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,3,Beroun,central Bohemia,75232,41.7,8980,2.21,111,0,0,37.39100383,Low-Class,0,1,0,31-12-1996,0 days,79,24,55,17350.2,84788.1,85757.2,3532.8375,1559.221818,39,12,27,42406,44393.6,3533.833333,1644.207407,8,2,6,7052.2,13345.6,3526.1,2224.266667,2011,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,-969.1
1416,3425,70,24-08-1994,28,4140,1,70,1963,4,10,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,74,29,45,34483.3,61825.3,55797.2,2131.906897,1239.937778,34,15,19,32761.2,23043.6,2184.08,1212.821053,7,3,4,4914,4850.6,1638,1212.65,2646,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6028.1
1417,1327,65,24-08-1994,28,1606,1,65,1982,2,9,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,65,Znojmo,south Moravia,114200,43.7,8403,5.72,105,0,0,23.80035026,Middle-Class,0,0,1,31-12-1996,0 days,66,30,36,49812.5,114495.4,93575.2,3816.513333,2599.311111,29,16,13,59866.3,31237.6,3741.64375,2402.892308,6,2,4,1643.2,29014.6,821.6,7253.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20920.2
1418,8776,64,24-08-1994,28,10818,1,64,1972,4,8,M,20,33984,48,708,1995,8,26,0,10-50K,0,running payment,0,0,8,5664,,NA,,0,0,64,Zlin,south Moravia,197099,74.7,9624,2.31,145,0,0,21.63887184,Middle-Class,0,0,1,31-12-1996,0 days,86,36,50,50381.9,179141.2,171971.2,4976.144444,3439.424,38,18,20,89708.7,80735.6,4983.816667,4036.78,7,3,4,20575.5,19322.6,6858.5,4830.65,708,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7170
1419,2798,70,24-08-1994,28,3381,1,70,1965,1,9,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,75,26,49,43581.8,265721,249937.2,10220.03846,5100.759184,36,12,24,129665.7,114966.6,10805.475,4790.275,6,2,4,29903.5,20608.6,14951.75,5152.15,6094,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15783.8
1420,2401,16,26-08-1994,28,2899,1,16,1918,18,5,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,16,Jindrichuv Hradec,south Bohemia,93931,56.9,8427,1.54,107,0,0,20.36601335,Middle-Class,0,0,1,31-12-1996,0 days,67,24,43,34769.2,83853,81009.2,3493.875,1883.934884,32,12,20,41905.8,33369.6,3492.15,1668.48,7,2,5,7002.1,8406.6,3501.05,1681.32,2782,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2843.8
1421,3612,70,27-08-1994,28,4358,1,70,1942,24,10,M,50,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,70,Karvina,north Moravia,285387,89.9,10177,7.75,81,0,0,35.41857197,High-Class,1,0,0,31-12-1996,0 days,97,24,73,43273,187317.3,174251.2,7804.8875,2387.00274,45,12,33,93830.3,90115.6,7819.191667,2730.775758,9,2,7,21593.6,24982.6,10796.8,3568.942857,8167,4,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,13066.1
1422,4580,9,27-08-1994,28,5521,1,9,1973,15,5,F,20,20220,12,1685,1995,8,5,0,10-50K,0,loan fully paid,0,1,0,0,,classic,12-05-1997,1997,1,9,Nymburk,central Bohemia,81344,55.3,8899,3.97,149,0,0,30.57385917,Middle-Class,0,0,1,31-12-1996,0 days,69,25,44,48097.5,188410.3,181157.8,7536.412,4117.222727,34,13,21,113284.5,85210.4,8714.192308,4057.638095,7,3,4,34025.9,12937.6,11341.96667,3234.4,10407.8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7252.5
1423,3226,65,28-08-1994,28,3902,1,65,1949,20,12,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,65,Znojmo,south Moravia,114200,43.7,8403,5.72,105,0,0,23.80035026,Middle-Class,0,0,1,31-12-1996,0 days,84,29,55,15479,66612.8,78451.2,2296.993103,1426.385455,39,13,26,28032.3,35275.6,2156.330769,1356.753846,7,2,5,6366.7,9112.6,3183.35,1822.52,2798,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-11838.4
1424,7523,63,29-08-1994,28,9316,1,63,1958,26,10,F,30,288468,36,8013,1995,1,3,0,200K+,0,loan fully paid,0,1,0,0,,NA,,0,0,63,Vyskov,south Moravia,86513,50.5,8288,4.52,110,0,0,16.87607643,Middle-Class,0,0,1,31-12-1996,0 days,94,37,57,41926.5,273281.5,268051.2,7385.986486,4702.652632,44,18,26,135870,128245.6,7548.333333,4932.523077,8,3,5,31288.4,22927.6,10429.46667,4585.52,8013,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5230.3
1425,3533,74,29-08-1994,28,4264,1,74,1971,21,6,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,74,Ostrava - mesto,north Moravia,323870,100,10673,5.44,100,0,0,56.64927286,High-Class,1,0,0,31-12-1996,0 days,68,31,37,37065.9,50251,43059.2,1621,1163.762162,33,16,17,27382.9,19539.6,1711.43125,1149.388235,6,2,4,3345.2,3201.6,1672.6,800.4,2127,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7191.8
1426,422,53,29-08-1994,28,508,1,53,1971,28,4,M,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,classic,20-11-1995,1995,0,53,Blansko,south Moravia,107911,50.9,8240,3.56,99,0,0,17.63490284,Middle-Class,0,0,1,31-12-1996,0 days,60,24,36,34872.2,329681.3,340320,13736.72083,9453.333333,26,12,14,164862.7,180780,13738.55833,12912.85714,5,2,3,37958.9,38530,18979.45,12843.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10638.7
1427,3608,72,30-08-1994,28,4352,1,72,1971,24,7,M,20,161496,36,4486,1996,5,24,0,100-200K,0,running payment,0,0,5,22430,221 days,NA,,0,0,72,Olomouc,north Moravia,226122,62.6,8994,4.79,110,0,0,40.72138049,Middle-Class,0,0,1,31-12-1996,0 days,79,30,49,42056.5,235631.6,221557,7854.386667,4521.571429,43,15,28,174014.5,166347,11600.96667,5940.964286,6,1,5,242,32140,242,6428,7610,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,14074.6
1428,1105,55,01-09-1994,27,1326,1,55,1956,12,5,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,55,Brno - venkov,south Moravia,157042,33.9,8743,2.43,111,0,0,24.79591447,Low-Class,0,1,0,31-12-1996,0 days,74,25,49,12204.7,115075.4,115923.2,4603.016,2365.779592,36,12,24,57499.3,60511.6,4791.608333,2521.316667,7,2,5,13235.7,14568.6,6617.85,2913.72,5854,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-847.8
1429,2596,1,02-09-1994,27,3132,1,1,1975,24,3,F,20,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,60,24,36,27182.6,42231.7,35215.2,1759.654167,978.2,27,12,15,21179.3,15207.6,1764.941667,1013.84,6,2,4,3540.1,3379.6,1770.05,844.9,2285,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7016.5
1430,9006,40,02-09-1994,27,11093,1,40,1959,29,1,M,30,186384,48,3883,1996,6,8,0,100-200K,0,running payment,0,0,18,69894,206 days,NA,,0,0,40,Teplice,north Bohemia,128118,85.3,9317,7.07,97,0,0,53.63805242,High-Class,1,0,0,31-12-1996,0 days,89,38,51,38346.9,262794.8,258172,6915.652632,5062.196078,49,21,28,198453,186563,9450.142857,6662.964286,9,3,6,5886.2,35254,1962.066667,5875.666667,8424,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,4622.8
1431,3579,53,02-09-1994,27,4317,1,53,1978,11,10,F,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,53,Blansko,south Moravia,107911,50.9,8240,3.56,99,0,0,17.63490284,Middle-Class,0,0,1,31-12-1996,0 days,75,24,51,59560.4,316064.5,311475.2,13169.35417,6107.356863,37,12,25,158110.2,152787.6,13175.85,6111.504,8,2,6,36391,37194.6,18195.5,6199.1,3460,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4589.3
1432,710,25,02-09-1994,27,851,2,25,1919,16,6,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,25,Klatovy,west Bohemia,88757,61.7,8554,2.68,113,0,0,24.98957829,Middle-Class,0,0,1,31-12-1996,0 days,64,24,40,17773.4,58661.7,63665.2,2444.2375,1591.63,32,12,20,29382.6,32857.6,2448.55,1642.88,7,2,5,4891.5,9644.6,2445.75,1928.92,3200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-5003.5
1433,7546,43,03-09-1994,27,9346,1,43,1972,10,12,M,20,41952,12,3496,1995,11,2,0,10-50K,0,loan fully paid,0,1,0,0,,NA,,0,0,43,Hradec Kralove,east Bohemia,161854,76.3,9425,2.5,125,0,0,24.04018436,Middle-Class,0,0,1,31-12-1996,0 days,104,24,80,24716.1,274325.4,277629.2,11430.225,3470.365,51,12,39,137165.8,142918.8,11430.48333,3664.584615,10,2,8,31603.5,36022.6,15801.75,4502.825,7603.8,4,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,-3303.8
1434,1766,28,03-09-1994,27,2141,1,28,1951,6,9,M,40,30060,60,501,1996,6,15,0,10-50K,0,running payment,0,0,30,15030,199 days,classic,01-01-1996,1996,0,28,Plzen - sever,west Bohemia,72541,36.9,8594,2.01,112,0,0,21.02259412,Low-Class,0,1,0,31-12-1996,0 days,119,24,95,27107.3,256408.2,269961.2,10683.675,2841.696842,58,12,46,128136.1,134183.6,10678.00833,2917.034783,10,2,8,29525.3,23650.6,14762.65,2956.325,7336,5,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,-13553
1435,1292,3,03-09-1994,27,1563,1,3,1978,6,8,M,10,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,3,Beroun,central Bohemia,75232,41.7,8980,2.21,111,0,0,37.39100383,Low-Class,0,1,0,31-12-1996,0 days,99,24,75,45891.6,156674,154987.2,6528.083333,2066.496,47,12,35,78360.2,72233.6,6530.016667,2063.817143,8,2,6,18010,10225.6,9005,1704.266667,3331,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1686.8
1436,3797,64,03-09-1994,27,4577,1,64,1949,25,7,F,40,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,64,Zlin,south Moravia,197099,74.7,9624,2.31,145,0,0,21.63887184,Middle-Class,0,0,1,31-12-1996,0 days,22,19,3,30401.8,11308.8,6100,595.2,2033.333333,12,11,1,5704.8,1500,518.6181818,1500,2,2,0,600.8,0,300.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5208.8
1437,3478,30,04-09-1994,27,4205,1,30,1935,5,2,M,60,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,30,Sokolov,west Bohemia,94812,81.8,9650,3.67,100,0,0,29.57431549,High-Class,1,0,0,31-12-1996,0 days,72,30,42,25311.5,111844.7,108647.2,3728.156667,2586.838095,36,15,21,56325.7,58563.6,3755.046667,2788.742857,6,3,3,15921.8,8440.6,5307.266667,2813.533333,4906,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3197.5
1438,8899,1,05-09-1994,27,10963,1,1,1944,15,6,M,50,125340,60,2089,1995,12,25,0,100-200K,0,running payment,0,0,24,50136,,NA,,0,0,1,Hl.m. Praha,Prague,1204953,100,12541,0.43,167,0,0,82.24968111,High-Class,1,0,0,31-12-1996,0 days,92,35,57,55542.6,279117.1,258424.6,7974.774286,4533.764912,46,18,28,105999.5,109633.8,5888.861111,3915.492857,7,3,4,3239.7,9131.8,1079.9,2282.95,5801.8,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,20692.5
1439,1975,19,07-09-1994,27,2400,1,19,1959,10,4,M,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,19,Prachatice,south Bohemia,51428,52.7,8402,3.98,120,0,0,21.36968189,Middle-Class,0,0,1,31-12-1996,0 days,108,24,84,32980.4,186478.5,184047.2,7769.9375,2191.038095,52,12,40,93274.2,92073.6,7772.85,2301.84,9,2,7,21479.6,20895.6,10739.8,2985.085714,6581,4,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0,2,2431.3
1440,3049,61,08-09-1994,27,3686,1,61,1962,11,10,F,30,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,61,Trebic,south Moravia,117897,53.8,8814,5.74,107,0,0,17.46439689,Middle-Class,0,0,1,31-12-1996,0 days,74,31,43,28351.7,47024.2,49857.2,1516.909677,1159.469767,33,15,18,23712.6,21483.6,1580.84,1193.533333,6,2,4,3068.3,5485.6,1534.15,1371.4,1961,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-2833
1441,3730,17,08-09-1994,27,4500,1,17,1924,12,8,M,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,17,Pelhrimov,south Bohemia,74062,61.4,8114,2.62,119,0,0,15.94609921,Middle-Class,0,0,1,31-12-1996,0 days,61,24,37,31777,63336.1,61773.2,2639.004167,1669.545946,31,12,19,31632.4,22571.6,2636.033333,1187.978947,7,2,5,5290.9,6698.6,2645.45,1339.72,1944,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1562.9
1442,1714,72,08-09-1994,27,2079,1,72,1925,29,5,F,70,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,,NA,,0,0,72,Olomouc,north Moravia,226122,62.6,8994,4.79,110,0,0,40.72138049,Middle-Class,0,0,1,31-12-1996,0 days,63,24,39,20332.2,60382.2,58331.2,2515.925,1495.671795,30,12,18,30234.7,29515.6,2519.558333,1639.755556,6,2,4,5038.1,6242.6,2519.05,1560.65,3028,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2051
