airport_name,alt,lon,lat,Delay
Page Fld,17,-81.86325,26.586611,2257174
Page Municipal Airport,4316,-111.4483,36.9261,2257174
Pahokee Airport,18,-80.692,26.789,2257174
Palacios Muni,14,-96.250958,28.727508,2257174
Palm Beach Co Park,14,-80.085056,26.593,2257174
Palm Beach Intl,19,-80.095589,26.683161,2257174
Palm Springs Intl,477,-116.506694,33.829667,2257174
Palmdale Rgnl Usaf Plt 42,2543,-118.08456,34.629391,2257174
Palmer Muni,242,-149.088711,61.594914,2257174
Palo Alto Airport of Santa Clara County,7,-122.1150556,37.4611111,2257174
Panama City Bay Co Intl,20,-85.682806,30.212083,2257174
Panama City-NW Florida Bea.,69,-85.7973,30.3417,2257174
Pangborn Field,1249,-120.206,47.398,2257174
Pappy Boyington,2320,-116.8195833,47.7743056,2257174
Patrick Afb,8,-80.610125,28.234922,2257174
Patuxent River Nas,39,-76.411781,38.285981,2257174
Pease International Tradeport,100,-70.8233,43.0779,2257174
Pecos Municipal Airport,2613,-103.5107222,31.3823889,2257174
Pedro Bay Airport,45,-154.1325,59.782222,2257174
Pelican Seaplane Base,0,-136.236389,57.955278,2257174
Pellston Regional Airport of Emmet County Airport,720,-84.7967,45.5709,2257174
Pembina Muni,795,-97.240833,48.942501,2257174
Penn Station,35,-73.9935,40.7505,2257174
Penn Station,66,-76.615556,39.307222,2257174
Pensacola Nas,28,-87.318647,30.352656,2257174
Pensacola Rgnl,121,-87.186611,30.473425,2257174
Peoria Regional,660,-89.693258,40.664203,2257174
Perry-Foley Airport,44,-83.5805833,30.0692778,2257174
Perryville Airport,29,-159.160833,55.906667,2257174
Petersburg James A. Johnson,105,-132.945278,56.801667,2257174
Philadelphia 30th St Station,0,-75.182,39.9557,2257174
Philadelphia Intl,36,-75.241139,39.871944,2257174
Philip Billard Muni,881,-95.622482,39.068657,2257174
Phillips Aaf,57,-76.168808,39.466219,2257174
Phoenix Regional Airport,1300,-111.920997619629,32.99169921875,2257174
Phoenix Sky Harbor Intl,1135,-112.011583,33.434278,2257174
Phoenix-Mesa Gateway,1382,-111.655,33.307833,2257174
Pickens County Airport,1535,-84.4572222,34.4534722,2257174
Piedmont Triad,925,-79.937306,36.09775,2257174
Pierre Regional Airport,1742,-100.286,44.3827,2257174
Pike County Airport - Hatcher Field,1473,-82.5663889,37.5617639,2257174
Pilot Point Airport,57,-157.571944,57.585393,2257174
Pilot Station Airport,305,-162.899444,61.934444,2257174
Pinal Airpark,1893,-111.325278,32.509722,2257174
Pitt-Greenville Airport,27,-77.385278,35.635278,2257174
Pittsburgh Intl,1204,-80.232872,40.491467,2257174
Pittsburgh-Monroeville Airport,1187,-79.7749167,40.4526389,2257174
Plantation Airpark,188,-81.5971111,32.6452778,2257174
Platinum,15,-161.819664,59.011356,2257174
Plattsburgh Intl,234,-73.468139,44.650944,2257174
Plum Island Airport,11,-70.8394444,42.7953611,2257174
Plymouth Municipal Airport,148,-70.7287778,41.9090278,2257174
Plymouth Municipal Airport,800,-86.3002574,41.3651307,2257174
Pocatello Regional Airport,4452,-112.596,42.9098,2257174
Point Baker Seaplane Base,0,-133.6225,56.351944,2257174
Point Hope Airport,12,-166.799,68.3488,2257174
Point Lay Lrrs,25,-163.005342,69.732875,2257174
Point Mugu Nas,13,-119.12094,34.120285,2257174
Point Roberts Airpark,10,-123.0788889,48.9797222,2257174
Polk Aaf,330,-93.191667,31.044833,2257174
Polk County Airport - Cornelius Moore Field,974,-85.1464722,34.0186944,2257174
Pompano Beach Airpark,19,-80.1110556,26.2471389,2257174
Ponca City Rgnl,1007,-97.099781,36.731958,2257174
Pope Field,217,-79.014472,35.170883,2257174
Poplar Bluff Municipal Airport,331,-90.3248611,36.77394444,2257174
Port Alsworth Airport,253,-154.306586,60.208281,2257174
Port Angeles Cgas,13,-123.414075,48.141481,2257174
Port Bailey Seaplane Base,0,-153.040556,57.93,2257174
Port Bucyrus-Crawford County Airport,1003,-82.9748056,40.7815556,2257174
Port Clarence Coast Guard Station,10,-166.859,65.2537,2257174
Port Columbus Intl,815,-82.891889,39.997972,2257174
Port Heiden Airport,95,-158.633,56.9591,2257174
Port Lions Airport,52,-152.846111,57.885278,2257174
Port Moller Airport,20,-160.560833,56.006111,2257174
Port O\\'Connor Airfield,10,-96.442859,28.429977,2257174
Port Oceanic Airport,142,-147.8194444,60.2083333,2257174
Port Protection Seaplane Base,0,-133.61,56.328889,2257174
Port Williams Seaplane Base,0,-152.582222,58.49,2257174
Portage Municipal Airport,825,-89.4828607,43.5603136,2257174
Porter County Municipal Airport,770,-87.0070833,41.4539722,2257174
Portland Hillsboro,204,-122.949825,45.540394,2257174
Portland Intl,30,-122.5975,45.588722,2257174
Portland Intl Jetport,77,-70.309281,43.646161,2257174
Portland Troutdale,39,-122.401253,45.54937,2257174
Princeton Muni,979,-93.608217,45.559868,2257174
Prospect Creek Airport,1095,-150.643611,66.814167,2257174
Prosser,705,-119.4773,46.128,2257174
Provincetown Muni,9,-70.22139,42.071945,2257174
Provo Municipal Airport,4497,-111.72222222,40.21805555,2257174
Pueblo Memorial,4726,-104.496572,38.289085,2257174
Pullman-Moscow Rgnl,2556,-117.109583,46.743861,2257174
Purude University Airport,606,-86.9368889,40.4123056,2257174
Put-in-Bay Airport,595,-82.497,41.3521,2257174
Putnam County Airport,842,-86.8138056,39.6335556,2257174
Quad City Intl,590,-90.507539,41.448528,2257174
Quantico Mcaf,11,-77.305333,38.501683,2257174
Quincy Municipal Airport,225,-84.557425,30.5978708,2257174
Quincy Regional Baldwin Field,769,-91.1946,39.9427,2257174
Quinhagak Airport,42,-161.845278,59.755,2257174
Quonset State Airport,18,-71.4121389,41.5971389,2257174
Raleigh County Memorial Airport,2504,-81.1242,37.7873,2257174
Raleigh Durham Intl,435,-78.787472,35.877639,2257174
Ralph Wien Mem,11,-162.59855,66.884678,2257174
Ramona Airport,1395,-116.91525,33.0391667,2257174
Rampart Airport,302,-150.140833,65.507778,2257174
Rancho Murieta,141,-121.102778,38.486778,2257174
Randall Airport,523,-74.3915611,41.431912,2257174
Randolph Afb,762,-98.2789,29.529675,2257174
Rapid City Regional Airport,3204,-103.057222,44.045278,2257174
Rawlins Municipal Airport-Harvey Field,6813,-107.19994,41.8055975,2257174
Reading Regional Carl A Spaatz Field,344,-75.9652,40.3785,2257174
Red Devil Airport,174,-157.350278,61.788056,2257174
Redding Muni,504,-122.293389,40.509,2257174
Redlands Municipal Airport,1574,-117.146388,34.08525,2257174
Redstone Aaf,685,-86.684781,34.678653,2257174
Regional - Hendricks AAF,63,-81.342222,27.456389,2257174
Regional Airport,582,-88.175556,41.517778,2257174
Regional Airport,968,-80.9538958,35.7649958,2257174
Renner Fld,3656,-101.698992,39.370621,2257174
Reno Tahoe Intl,4415,-119.768108,39.499108,2257174
Renton,32,-122.21575,47.4931389,2257174
Reynolds Field,1001,-84.460556,42.260556,2257174
Rhinelander Oneida County Airport,1624,-89.4675,45.6312,2257174
Richard B Russell Airport,664,-85.1586667,34.3507778,2257174
Richard Lloyd Jones Jr Airport,638,-95.9846389,36.0396111,2257174
Richfield Minicipal Airport,5301,-112.0989444,38.7364361,2257174
Richland Airport,742,-90.2982819,43.2833575,2257174
Richmond County Airport,358,-79.7596111,34.8913056,2257174
Richmond Intl,167,-77.319667,37.505167,2257174
Richmond Municipal Airport,1140,-84.8427175,39.7561006,2257174
Rick Husband Amarillo Intl,3607,-101.705931,35.219369,2257174
Rickenbacker Intl,744,-82.927822,39.813786,2257174
Ridgeland Airport,79,-80.99175,32.4934167,2257174
Riverside Muni,818,-117.445103,33.951875,2257174
Riverton Regional,5525,-108.459722,43.064167,2257174
Roanoke Regional,1175,-79.975417,37.325472,2257174
Robert Curtis Memorial Airport,55,-161.022222,66.8175,2257174
Robert Gray Aaf,1015,-97.828917,31.06725,2257174
Roberts Fld,3077,-121.149964,44.254066,2257174
Robertson Field,202,-72.8646944,41.6893333,2257174
Robins Afb,294,-83.59185,32.640144,2257174
Robinson Aaf,587,-92.300153,34.850089,2257174
Roche Harbor Seaplane Base,0,-123.159722,48.608056,2257174
Rochester,1317,-92.500014,43.908283,2257174
Rock Airport,1063,-79.8261189,40.6035463,2257174
Rock Hill York Co Bryant Airport,667,-81.0572,34.9878,2257174
Rock Springs Sweetwater County Airport,6760,-109.065,41.5942,2257174
Rocky Mount Wilson Regional Airport,159,-77.8919,35.8563,2257174
Rocky Mountain Metropolitan Airport,5670,-105.11722222,39.90888888,2257174
Rogue Valley Intl Medford,1335,-122.8735,42.374228,2257174
Ronald Reagan Washington Natl,15,-77.037722,38.852083,2257174
Rosario Seaplane Base,0,-122.868056,48.645556,2257174
Roscommon Co,1150,-84.671112,44.359806,2257174
Rosecrans Mem,826,-94.909706,39.771944,2257174
Roswell Intl Air Center,3671,-104.530556,33.301556,2257174
Ruby Airport,653,-155.47,64.7272,2257174
Russian Mission Airport,51,-161.319444,61.775,2257174
Rutland State Airport,787,-72.9496,43.5294,2257174
Sabetha Municipal,1330,-95.4677,39.5425,2257174
Sacramento Executive,24,-121.49347,38.512524,2257174
Sacramento Intl,27,-121.590778,38.695417,2257174
Sacramento Mather,96,-121.297592,38.553897,2257174
Safford Regional Airport,3179,-109.6350833,32.8533333,2257174
Saint Cloud Regional Airport,1031,-94.059889,45.546556,2257174
Salina Municipal Airport,1288,-97.6522,38.791,2257174
Salisbury Ocean City Wicomico Rgnl,52,-75.510289,38.340525,2257174
Salt Lake City Intl,4227,-111.977772,40.788389,2257174
Saluda County,539,-81.4768,33.5561,2257174
San Angelo Rgnl Mathis Fld,1919,-100.496306,31.35775,2257174
San Antonio Intl,809,-98.469778,29.533694,2257174
San Bernardino International Airport,1159,-117.2348722,34.0953521,2257174
San Carlos Airport,5,-122.249444,37.511944,2257174
San Diego Intl,17,-117.189667,32.733556,2257174
San Diego Old Town Transit Center,0,-117.1995,32.7552,2257174
San Francisco Intl,13,-122.374889,37.618972,2257174
San Juan - Uganik Seaplane Base,0,-153.320556,57.730278,2257174
San Luis County Regional Airport,212,-120.642,35.2368,2257174
San Luis Valley Regional Airport,7539,-105.866667,37.435,2257174
Sand Point Airport,21,-160.523,55.315,2257174
Sanford Regional,244,-70.708,43.39383,2257174
Santa Barbara Muni,10,-119.840372,34.426211,2257174
Santa Fe Muni,6348,-106.089422,35.617108,2257174
Santa Maria Pub Cpt G Allan Hancock Airport,261,-120.457,34.8989,2257174
Santa Monica Municipal Airport,177,-118.4513056,34.0158333,2257174
Sarasota Bradenton Intl,30,-82.554389,27.395444,2257174
Saratoga County Airport,433,-73.861638,43.050722,2257174
Savannah Hilton Head Intl,51,-81.202139,32.127583,2257174
Savoonga Airport,53,-170.493,63.6864,2257174
Sawyer International Airport,1221,-87.395278,46.353611,2257174
Scammon Bay Airport,14,-165.571389,61.845278,2257174
Scappoose Industrial Airpark,58,-122.861833,45.771028,2257174
Schaumburg Regional,801,-88.1012428,41.9893408,2257174
Scholes Intl At Galveston,6,-94.860406,29.265322,2257174
Scott Afb Midamerica,459,-89.835183,38.545178,2257174
Scottsdale Airport,1519,-111.9105278,33.6228889,2257174
Seal Bay Seaplane Base,0,-152.5,58.166667,2257174
Seaplane Base,140,-81.7628056,28.0575,2257174
Seattle Tacoma Intl,433,-122.309306,47.449,2257174
Sebastian Municipal,21,-80.4955833,27.81325,2257174
Sedona,4830,-111.788472,34.848628,2257174
Selawik Airport,17,-159.985833,66.6,2257174
Selfield Airport,131,-86.9522,32.4404,2257174
Selfridge Angb,580,-82.8355,42.608333,2257174
Seward Airport,22,-149.4188122,60.1269383,2257174
Seymour Johnson Afb,110,-77.960589,35.339383,2257174
Shageluk Airport,79,-159.569167,62.692222,2257174
Shaktoolik Airport,24,-161.223889,64.371111,2257174
Shaw Afb,242,-80.470564,33.972719,2257174
Sheboygan County Memorial Airport,755,-87.851402,43.7696,2257174
Shelby County Airport,550,-88.845556,39.410556,2257174
Shelby County Airport,586,-86.7832222,33.1777778,2257174
Sheldon Point Airport,12,-164.847778,62.520556,2257174
Shenandoah Valley Regional Airport,1201,-78.896389,38.263889,2257174
Sheppard Afb Wichita Falls Muni,1019,-98.491894,33.988797,2257174
Sheridan County Airport,4021,-106.98,44.7692,2257174
Sherman Aaf,772,-94.914686,39.368332,2257174
Shishmaref Airport,12,-166.089,66.2496,2257174
Shively Field Airport,7012,-106.8235264,41.4448594,2257174
Shoestring Aviation Airfield,1000,-76.6471914,39.7948244,2257174
Show Low Regional Airport,6415,-110.005556,34.265556,2257174
Shreveport Rgnl,258,-93.8256,32.446629,2257174
Shungnak Airport,197,-157.1625,66.888056,2257174
Sidney Muni Airport,4313,-102.985,41.10167,2257174
Sidney-Richland Municipal Airport,1984,-104.1925,47.706944,2257174
Sierra Blanca Regional Airport,6814,-105.534751,33.46285,2257174
Sierra Vista Muni Libby Aaf,4719,-110.344389,31.588472,2257174
Sikeston Memorial Municipal,315,-89.56175,36.8988889,2257174
Silver Springs Airport,4269,-119.2511944,39.4030278,2257174
Sioux Falls,1429,-96.741914,43.582014,2257174
Sioux Gateway Col Bud Day Fld,1098,-96.384367,42.402603,2257174
Sitka Rocky Gutierrez,21,-135.361611,57.047138,2257174
Skagway Airport,44,-135.316,59.4601,2257174
Skyhaven Airport,321,-70.9292778,43.2840556,2257174
Sleetmute Airport,190,-157.165833,61.700566,2257174
Sloulin Fld Intl,1982,-103.642347,48.177939,2257174
Smith Fld,834,-85.152778,41.143353,2257174
Smith Reynolds,969,-80.222,36.133722,2257174
Snohomish Co,606,-122.281564,47.906342,2257174
Soldotna Airport,113,-151.0382389,60.4749583,2257174
Somerset County Airport,2275,-79.0149951,40.0388708,2257174
South Arkansas Rgnl At Goodwin Fld,277,-92.813278,33.220972,2257174
South Bend Rgnl,799,-86.31725,41.708661,2257174
South Haven Area Regional Airport,666,-86.2556389,42.3511944,2257174
South Jersey Regional Airport,53,-74.84575,39.9428889,2257174
South Lakeland Airport,110,-82.0439739,27.9333581,2257174
South Naknek Airport,162,-157.0025,58.702222,2257174
Southeast Iowa Regional Airport,698,-91.1255,40.7832,2257174
Southeast Texas Rgnl,15,-94.020694,29.950833,2257174
Southern California Logistics,2885,-117.382997,34.597453,2257174
Southern Wisconsin Regional Airport,808,-89.0415556,42.62025,2257174
Southwest Florida Intl,30,-81.755167,26.536167,2257174
Southwest Georgia Regional Airport,197,-84.1945,31.5355,2257174
Southwest Michigan Regional Airport,643,-86.4285,42.1285833,2257174
Southwest Oregon Regional Airport,17,-124.246,43.4171,2257174
Space Coast Reg'l Airport,34,-80.7992278,28.5148,2257174
Sparrevohn Lrrs,1583,-155.574228,61.097369,2257174
Spencer Muni,1339,-95.202805,43.165527,2257174
Spirit Of St Louis,463,-90.652044,38.662119,2257174
Spitfire Aerodrome,40,-75.3977211,39.7355633,2257174
Spokane Intl,2376,-117.533833,47.619861,2257174
Spring Hill Airport,1729,-75.4158972,41.3473569,2257174
Springfield Amtrak Station,65,-72.593054,42.106,2257174
Springfield Branson Natl,1268,-93.388639,37.245667,2257174
Springfield-Beckly Municipal Airport,1051,-83.8401667,39.8402778,2257174
St Clair Co Intl,650,-82.528862,42.910957,2257174
St George,125,-169.661611,56.578344,2257174
St George Muni,2941,-113.593056,37.090583,2257174
St Lucie County International Airport,23,-80.372638,27.497472,2257174
St Marys Airport,311,-163.302,62.0605,2257174
St Paul Island,63,-170.220444,57.167333,2257174
St Petersburg Clearwater Intl,10,-82.687389,27.910167,2257174
St. Augustine Airport,10,-81.3397222,29.95925,4514348
St. George Airport,125,-169.663611,56.577222,2257174
St. Louis Downtown Airport,413,-90.1562211,38.5707244,2257174
St. Michael Airport,98,-162.110278,63.49,2257174
Stamford Amtrak Station,0,-73.541493,41.046937,2257174
Steamboat Springs Airport-Bob Adams Field,6882,-106.8663056,40.51625,2257174
Stebbins Airport,14,-162.278056,63.515833,2257174
Stephens Co,1284,-98.891,32.719047,2257174
Sterling Municipal Airport,4040,-103.2648454,40.6153136,2257174
Stevens Point Municipal Airport,1110,-89.5302844,44.5451356,2257174
Stewart Intl,491,-74.104839,41.504094,2257174
Stockton Metropolitan,33,-121.238306,37.894167,2257174
Stony River 2 Airport,230,-156.591111,61.7875,2257174
Stormville Airport,358,-73.7323514,41.5769708,2257174
Stratton ANGB - Schenectady County Airpor,378,-73.928866666,42.85245555,2257174
Stroudsburg-Pocono Airport,480,-75.1606789,41.0358717,2257174
Sugar Land Regional Airport,82,-95.6565278,29.62225,2257174
Sussex Co,50,-75.358889,38.689194,2257174
Suwannee County Airport,104,-83.0246944,30.300125,2257174
Sylvania Airport,785,-87.9589722,42.70325,2257174
Syracuse Hancock Intl,421,-76.106311,43.111187,2257174
Tacoma Narrows Airport,294,-122.57811,47.267944,2257174
Takotna Airport,825,-156.082778,62.971944,2257174
Talkeetna,358,-150.093694,62.3205,2257174
Tallahassee Rgnl,81,-84.350333,30.396528,2257174
Tampa Executive Airport,22,-82.3452778,28.0139772,2257174
Tampa Intl,26,-82.53325,27.975472,2257174
Tampa North Aero Park,68,-82.374555,28.221278,2257174
Tanana Airport,207,-152.075833,65.179556,2257174
Tatalina Lrrs,964,-155.976525,62.894369,2257174
Tatitlek Airport,62,-146.691111,60.8725,2257174
Taunton Municipal Airport - King Field,43,-71.0166453,41.8744017,2257174
Ted Stevens Anchorage Intl,152,-149.996361,61.174361,2257174
Teller Airport,294,-166.339444,65.240278,2257174
Telluride,9078,-107.90848,37.953759,2257174
Tenakee Seaplane Base,0,-135.218333,57.779722,2257174
Terre Haute Intl Hulman Fld,589,-87.307561,39.451464,2257174
Teterboro,9,-74.060837,40.850103,2257174
Texarkana Rgnl Webb Fld,390,-93.991028,33.453722,2257174
Theodore Francis Green State,55,-71.420383,41.732581,2257174
Thief River Falls,1116,-96.185,48.065556,2257174
Thomasville Regional Airport,264,-83.8811285,30.9017921,2257174
Thorne Bay Seaplane Base,0,-132.536667,55.688056,2257174
Tin City LRRS Airport,269,-167.921667,65.563056,2257174
Tinker Afb,1291,-97.386633,35.414739,2257174
Tipton,150,-76.759414,39.085386,2257174
Toccoa RG Letourneau Field Airport,996,-83.2963717,34.5928117,2257174
Togiak Airport,21,-160.397,59.0528,2257174
Tok Junction Airport,1639,-142.953611,63.329444,2257174
Toksook Bay Airport,59,-165.087222,60.541389,2257174
Toledo,684,-83.807833,41.586806,2257174
Tonopah Test Range,5549,-116.78075,37.798836,2257174
Train Station,26,-77.42945,37.5343,2257174
Travis Afb,62,-121.927464,38.262692,2257174
Trenton Mercer,213,-74.813469,40.276692,2257174
Trenton-Robbinsville Airport,118,-74.6017778,40.2139444,2257174
Tri Cities Airport,410,-119.119,46.2647,2257174
Tri State Milton J Ferguson Field,828,-82.558,38.3667,2257174
Tri-Cities,833,-76.0578,42.0471,2257174
Tri-Cities Regional Airport,1519,-82.4074167,36.4752222,2257174
Tri-County Regional Airport,718,-90.181667,43.211667,2257174
Tri-State Steuben County Airport,995,-85.0834933,41.6396983,2257174
Truckee-Tahoe Airport,5900,-120.1395628,39.3200422,2257174
Truth Or Consequences Muni,4853,-107.27175,33.236944,2257174
Tstc Waco,470,-97.074139,31.637831,2257174
Tucson Intl,2643,-110.941028,32.116083,2257174
Tucumcari Muni,4065,-103.603186,35.182777,2257174
Tulip City Airport,698,-86.1078333,42.7427778,2257174
Tulsa Intl,677,-95.888111,36.198389,2257174
Tuluksak Airport,30,-160.969444,61.096944,2257174
Tunica Municipal Airport,194,-90.3467,34.681,2257174
Tuntutuliak Airport,16,-162.666944,60.335278,2257174
Tununak Airport,14,-165.271667,60.575556,2257174
Tupelo Regional Airport,346,-88.7699,34.2681,2257174
Tuscaloosa Rgnl,170,-87.611403,33.220627,2257174
Tweed-New Haven Airport,14,-72.886806,41.26375,2257174
Twentynine Palms Eaf,2051,-116.162203,34.296161,2257174
Twin Hills Airport,82,-160.275,59.074444,2257174
Tyler Pounds Rgnl,544,-95.402386,32.354139,2257174
Tyndall Afb,17,-85.575417,30.069567,2257174
Tyonek Airport,110,-151.138056,61.076667,2257174
Ugnu-Kuparuk Airport,67,-149.5975,70.330833,2257174
Unalakleet Airport,21,-160.798889,63.888333,2257174
Unalaska,22,-166.5435,53.900139,2257174
Union Station,456,-75.223333,43.104167,2257174
University Park Airport,1239,-77.848694,40.849278,2257174
Upolu,96,-155.859989,20.265256,2257174
Valdez Pioneer Fld,118,-146.248342,61.133949,2257174
Valdosta Regional Airport,203,-83.2767,30.7825,2257174
Valkaria Municipal,26,-80.5583333,27.9608611,2257174
Valley Intl,36,-97.654389,26.2285,2257174
Van Nuys,802,-118.489972,34.209811,2257174
Van Wert County Airport,787,-84.606358,40.8638295,2257174
Vance Afb,1307,-97.9165,36.339167,2257174
Vandenberg Afb,369,-120.584306,34.737333,2257174
Venetie Airport,574,-146.366389,67.008611,2257174
Vermilion Regional,696,-87.5955278,40.1996944,2257174
Vernal Regional Airport,5278,-109.51,40.440833,2257174
Vero Beach Muni,24,-80.417944,27.655556,2257174
Victoria Regional Airport,115,-96.9185,28.8526,2257174
Visalia Municipal Airport,295,-119.392778,36.318611,2257174
Volk Fld,912,-90.253433,43.938956,2257174
W H Barron Field,311,-82.591,32.3388,2257174
Waco Rgnl,516,-97.230519,31.611289,2257174
Wadsworth Municipal,974,-81.7564401,41.0031572,2257174
Waikoloa Heliport,109,-155.864,19.9136,2257174
Waimea Kohala,2671,-155.668108,20.001328,2257174
Wainwright Airport,41,-159.994722,70.638056,2257174
Wainwright As,35,-159.86035,70.613378,2257174
Wales Airport,22,-168.095,65.6225,2257174
Wall Street Heliport,7,-74.009028,40.701214,2257174
Walla Walla Regional Airport,1191,-118.288,46.0949,2257174
Wallops Flight Facility,40,-75.466389,37.940194,2257174
Washington Dulles Intl,313,-77.455811,38.944533,2257174
Washington Union Station,76,-77.00643,38.89746,2257174
Waterbury-Oxford Airport,726,-73.13525,41.4785556,2257174
Waterloo Regional Airport,873,-92.4003,42.5571,2257174
Watertown Intl,325,-76.021739,43.991922,2257174
Watertown Regional Airport,1748,-97.1547,44.914,2257174
Waukegan Rgnl,727,-87.867908,42.422161,2257174
Waukesha County Airport,911,-88.2370556,43.0410278,2257174
Waupaca Municipal Airport,840,-89.0197778,44.33325,2257174
Wausau Downtown Airport,1201,-89.6270018,44.9262845,2257174
Waynesville Rgnl Arpt At Forney Fld,1159,-92.140736,37.741631,2257174
Weedon Field,285,-85.0774,31.5708,2257174
Welke Airport,664,-85.520278,45.721111,2257174
Wellington Municipal,1277,-97.423225,37.39411,2257174
Wendover,4237,-114.030889,40.718694,2257174
West 30th St. Heliport,7,-74.0071,40.7545,2257174
West Georgia Regional Airport - O V Gray Field,1165,-85.1522641,33.6316964,2257174
West Houston,111,-95.672611,29.818194,2257174
West Point Village Seaplane Base,0,-153.548889,57.77,2257174
Westchester Co,439,-73.707575,41.066959,2257174
Westerly State Airport,81,-71.803333,41.349722,2257174
Western Nebraska Regional Airport,3967,-103.596,41.874,2257174
Westover Arb Metropolitan,241,-72.534783,42.194014,2257174
Westsound Seaplane Base,0,-122.952778,48.617778,2257174
Wheeler Aaf,837,-158.039667,21.4835,2257174
Wheeler Sack Aaf,690,-75.719458,44.055619,2257174
Wheeling Ohio County Airport,1195,-80.6463,40.175,2257174
Whidbey Island Nas,47,-122.655906,48.351803,2257174
White Mountain Airport,267,-163.412778,64.689167,2257174
Whiteman Afb,870,-93.547864,38.730306,2257174
Whiteman Airport,1003,-118.4134331,34.2593253,2257174
Whiting Fld Nas North,199,-87.021944,30.724167,2257174
Wichita Mid Continent,1333,-97.433056,37.649944,2257174
Wickenburg Municipal Airport,2377,-112.7990036,33.96889877,2257174
Wiley Post Will Rogers Mem,44,-156.766003,71.285446,2257174
Wilkes Barre Scranton Intl,962,-75.723403,41.338478,2257174
Wilkes-Barre Wyoming Valley Airport,543,-75.8522405,41.2973074,2257174
Will Rogers World,1295,-97.600733,35.393089,2257174
William P Hobby,46,-95.278889,29.645419,2257174
William R Fairchild International Airport,291,-123.5,48.1202,2257174
William T. Piper Mem.,556,-77.4223056,41.1357778,2257174
Williams County Airport,730,-84.5067778,41.4673056,2257174
Williamson Country Regional Airport,472,-89.0110936,37.7549569,2257174
Williamson-Sodus Airport,424,-77.119444,43.2347904,2257174
Williamsport Rgnl,529,-76.921094,41.241836,2257174
Willow Grove Nas Jrb,358,-75.148167,40.199833,2257174
Willow Run,716,-83.530408,42.237928,2257174
Wilmington Airborne Airpark,1077,-83.792118,39.42792,2257174
Wilmington Amtrak Station,0,-75.551667,39.736667,2257174
Wilmington Intl,32,-77.902569,34.270615,2257174
Windham Airport,246,-72.1802222,41.7440278,2257174
Windom Municipal Airport,1410,-95.1094083,43.9134017,2257174
Wings Field,302,-75.265,40.1375,2257174
Winkler Co,2822,-103.201361,31.779628,2257174
Winslow-Lindbergh Regional Airport,4941,-110.7225278,35.0219167,2257174
Wishram Amtrak Station,1,-120.9664,45.6576,2257174
Witham Field Airport,16,-80.221294,27.1816996,2257174
Wittman Regional Airport,790,-88.551336,44.024983,2257174
Wokal Field Glasgow International Airport,2296,-106.615,48.2125,2257174
Woodward Field,302,-80.5648611,34.2835833,2257174
Worcester Regional Airport,1009,-71.8757,42.2673,2257174
Worland Municipal Airport,4227,-107.951,43.9657,2257174
Wrangell Airport,44,-132.37,56.4843,2257174
Wright Patterson Afb,823,-84.048332,39.826111,2257174
Yakataga Airport,12,-142.493611,60.081901,2257174
Yakima Air Terminal McAllister Field,1095,-120.544,46.5682,2257174
Yakutat,33,-139.3937,59.3012,2257174
Yampa Valley,6602,-107.21766,40.481181,2257174
Yeager,981,-81.593189,38.373147,2257174
Yellowstone Airport,6644,-111.1175,44.688333,2257174
Yellowstone Rgnl,5102,-109.023806,44.520194,2257174
Yolo County Airport,100,-121.8569444,38.5793889,2257174
Youngstown Elser Metro Airport,1070,-80.6773264,40.9617953,2257174
Youngstown Warren Rgnl,1196,-80.679097,41.260736,2257174
Yuba County Airport,62,-121.3411,39.0553,2257174
Yuma Mcas Yuma Intl,216,-114.60598,32.656578,2257174
Zachar Bay Seaplane Base,0,-153.75,57.55,2257174
Zamperini Field Airport,101,-118.339611,33.803392,2257174
